sep=,
Time,x-Position,y-Position,Collision,Checkpoint
2.4,119,305,,
2.42,117,305,,
2.44,116,306,,
2.46,115,306,,
2.48,114,307,,
2.5,112,307,,
2.52,111,308,,
2.54,110,308,,
2.56,109,309,,
2.58,108,309,,
2.6,106,309,,
2.62,106,310,,
2.64,101,310,,
2.66,97,310,,
2.68,92,310,,
2.7,84,310,,
2.72,79,310,,
2.74,75,310,,
2.76,71,310,,
2.78,67,310,,
2.8,59,310,,
2.82,55,310,,
2.84,52,310,,
2.86,48,310,,
2.88,44,310,,
2.9,40,310,,
2.92,34,310,,
2.94,30,310,,
2.96,27,310,,
2.98,24,310,,
3,20,310,,
3.02,15,310,,
3.04,12,310,,
3.06,9,310,,
3.08,6,310,,
3.1,3,310,,
3.12,-2,310,,
3.14,-4,310,,
3.16,-7,310,,
3.18,-9,310,,
3.2,-12,310,,
3.22,-14,310,,
3.24,-18,310,,
3.26,-20,310,,
3.28,-22,310,,
3.3,-24,310,,
3.32,-26,310,,
3.34,-29,310,,
3.36,-30,310,,
3.38,-32,310,,
3.4,-34,310,,
3.42,-35,310,,
3.44,-37,310,,
3.46,-39,310,,
3.48,-40,310,,
3.5,-41,310,,
3.52,-42,310,,
3.54,-43,310,,
3.56,-44,310,,
3.58,-45,310,,
3.6,-46,310,,
3.62,-46,310,,
3.64,-47,310,,
3.66,-47,310,,
3.68,-47,310,,
3.7,-48,310,,
3.72,-48,310,,
3.74,-48,310,,
3.76,-48,310,,
3.78,-47,310,,
3.8,-47,310,,
3.82,-47,310,,
3.84,-47,310,,
3.86,-47,310,,
3.88,-45,310,,
3.9,-44,310,,
3.92,-44,310,,
3.94,-43,310,,
3.96,-42,310,,
3.98,-40,310,,
4,-39,310,,
4.02,-38,310,,
4.04,-37,310,,
4.06,-36,310,,
4.08,-34,310,,
4.1,-31,310,,
4.12,-30,310,,
4.14,-28,310,,
4.16,-26,310,,
4.18,-25,310,,
4.2,-20,310,,
4.22,-19,310,,
4.24,-17,310,,
4.26,-15,310,,
4.28,-12,310,,
4.3,-8,310,,
4.32,-5,310,,
4.34,-3,310,,
4.36,0,310,,
4.38,2,310,,
4.4,5,310,,
4.42,11,310,,
4.44,14,310,,
4.46,16,310,,
4.48,19,310,,
4.5,22,310,,
4.52,29,310,,
4.54,33,310,,
4.56,36,310,,
4.58,39,310,,
4.6,43,310,,
4.62,50,310,,
4.64,54,310,,
4.66,58,310,,
4.68,62,310,,
4.7,65,310,,
4.72,69,310,,
4.74,78,310,,
4.76,82,310,,
4.78,86,310,,
4.8,91,310,,
4.82,95,310,,
4.84,104,310,,
4.86,109,309,,
4.88,114,309,,
4.9,118,308,,
4.92,123,307,,
4.94,133,306,,
4.96,138,305,,
4.98,143,304,,
5,148,303,,
5.02,151,303,Wall_333_323,
5.04,153,301,,
5.06,161,299,,
5.08,157,299,,
5.1,156,298,,
5.12,156,297,,
5.14,156,296,,
5.16,162,295,,
5.18,158,294,,
5.2,157,293,,
5.22,157,292,,
5.24,158,291,,
5.26,158,291,,
5.28,166,290,,
5.3,162,290,,
5.32,161,290,,
5.34,161,290,,
5.36,161,290,,
5.38,167,289,,
5.4,172,288,,
5.42,177,287,,
5.44,181,285,,
5.46,186,284,,
5.48,197,282,,
5.5,202,280,,
5.52,220,275,Wall_333_323,
5.54,227,274,,
5.56,235,274,,
5.58,249,271,,
5.6,257,270,,
5.62,265,269,,
5.64,272,268,,
5.66,280,267,,
5.68,287,266,,
5.7,302,263,,
5.72,310,262,,
5.74,318,261,,
5.76,326,259,,
5.78,334,258,,
5.8,349,255,,
5.82,357,254,,
5.84,365,252,,
5.86,373,251,,
5.88,381,249,,
5.9,397,246,,
5.92,405,245,,
5.94,413,243,,
5.96,421,241,,
5.98,429,240,,
6,435,237,,
6.02,448,233,,
6.04,455,230,,
6.06,461,228,,
6.08,468,226,,
6.1,474,223,,
6.12,488,218,,
6.14,486,215,Wall_582_238,
6.16,486,212,,
6.18,486,209,,
6.2,488,206,Wall_582_175,
6.22,490,203,,
6.24,501,197,,
6.26,492,194,,
6.28,492,192,,
6.3,492,189,,
6.32,492,186,,
6.34,500,181,,
6.36,494,178,,
6.38,492,176,,
6.4,492,173,,
6.42,492,171,,
6.44,501,165,,
6.46,494,163,,
6.48,493,160,,
6.5,493,158,,
6.52,493,155,,
6.54,493,152,,
6.56,500,147,,
6.58,493,147,Wall_582_113,
6.6,489,144,,
6.62,491,142,,
6.64,492,140,,
6.66,503,134,,
6.68,493,132,,
6.7,492,129,,
6.72,492,127,,
6.74,492,125,,
6.76,499,120,,
6.78,493,118,,
6.8,492,116,,
6.82,492,114,,
6.84,491,112,,
6.86,491,109,,
6.88,499,105,,
6.9,493,103,,
6.92,492,101,,
6.94,491,99,,
6.96,491,97,,
6.98,498,93,,
7,493,91,,
7.02,491,89,,
7.04,491,88,,
7.06,491,86,,
7.08,498,82,,
7.1,492,80,,
7.12,491,79,,
7.14,496,75,,
7.16,499,73,,
7.18,502,72,,
7.2,511,68,,
7.22,514,67,,
7.24,517,65,,
7.26,520,64,,
7.28,523,62,,
7.3,532,59,,
7.32,535,58,,
7.34,537,56,,
7.36,540,55,,
7.38,542,53,,
7.4,551,51,,
7.42,553,49,,
7.44,556,48,,
7.46,558,47,,
7.48,561,45,,
7.5,563,44,,
7.52,571,42,,
7.54,573,41,,
7.56,576,39,,
7.58,578,38,,
7.6,580,37,,
7.62,588,35,,
7.64,588,34,,
7.66,588,33,,
7.68,588,32,,
7.7,588,31,,
7.72,588,29,,
7.74,588,28,,
7.76,588,27,,
7.78,588,26,,
7.8,588,26,,
7.82,588,25,,
7.84,588,23,,
7.86,588,22,,
7.88,588,22,,
7.9,588,21,,
7.92,588,20,,
7.94,588,19,,
7.96,588,18,,
7.98,588,18,,
8,588,17,,
8.02,588,17,,
8.04,588,16,,
8.059999,588,15,,
8.08,588,15,,
8.099999,588,14,,
8.12,588,14,,
8.139999,588,13,,
8.16,588,13,,
8.179999,588,12,,
8.2,588,12,,
8.22,588,12,,
8.24,588,12,,
8.26,588,11,,
8.28,588,11,,
8.3,588,11,,
8.32,588,11,,
8.34,588,11,,
8.36,588,10,,
8.38,588,10,,
8.4,588,10,,
8.42,588,10,,
8.44,588,10,,
8.46,588,10,,
8.48,588,10,,
8.5,588,11,,
8.52,588,11,,
8.54,588,11,,
8.559999,588,11,,
8.58,588,11,,
8.599999,588,12,,
8.62,588,12,,
8.639999,587,12,,
8.66,587,12,,
8.679999,587,13,,
8.7,588,14,,
8.72,588,14,,
8.74,587,14,,
8.76,587,15,,
8.78,586,15,,
8.8,588,16,,
8.82,588,17,,
8.84,587,17,,
8.86,586,18,,
8.88,585,19,,
8.9,587,20,,
8.92,586,21,,
8.94,585,21,,
8.96,584,22,,
8.98,583,23,,
9,582,23,,
9.02,584,25,,
9.04,582,26,,
9.059999,581,27,,
9.08,580,28,,
9.099999,578,28,,
9.12,579,30,,
9.139999,578,31,,
9.16,576,32,,
9.179999,575,33,,
9.2,573,34,,
9.22,574,36,,
9.24,572,38,,
9.26,570,39,,
9.28,569,40,,
9.3,567,41,,
9.32,565,42,,
9.34,565,45,,
9.36,563,46,,
9.38,561,47,,
9.4,559,48,,
9.42,557,50,,
9.44,557,52,,
9.46,554,54,,
9.48,552,55,,
9.5,550,57,,
9.52,548,58,,
9.54,547,61,,
9.559999,544,63,,
9.58,542,64,,
9.599999,539,66,,
9.62,537,67,,
9.639999,534,69,,
9.66,533,72,,
9.679999,530,74,,
9.7,528,76,Wall_582_113,
9.719999,529,76,,
9.74,529,76,,
9.76,531,78,,
9.78,533,77,,
9.8,534,77,,
9.82,535,77,,
9.84,536,77,,
9.86,538,79,,
9.88,540,78,,
9.9,541,78,,
9.92,542,78,,
9.94,543,78,,
9.96,544,78,,
9.98,546,80,,
10,547,78,,
10.02,547,78,,
10.04,548,78,,
10.06,549,78,,
10.08,550,80,,
10.1,550,79,,
10.12,550,78,,
10.14,551,78,,
10.16,551,78,,
10.18,551,81,,
10.2,551,79,,
10.22,551,78,,
10.24,551,78,,
10.26,551,78,,
10.28,550,78,,
10.3,550,81,,
10.32,550,79,,
10.34,549,79,,
10.36,549,79,,
10.38,548,78,,
10.4,547,81,,
10.42,546,79,,
10.44,545,79,,
10.46,545,79,,
10.48,544,79,,
10.5,542,82,,
10.52,541,79,,
10.54,540,79,,
10.56,539,79,,
10.58,538,79,,
10.6,537,79,,
10.62,534,82,,
10.64,533,80,,
10.66,532,79,,
10.68,531,79,,
10.7,529,79,,
10.72,527,82,,
10.74,526,80,,
10.76,524,79,,
10.78,522,79,,
10.8,521,79,,
10.82,518,82,,
10.84,517,80,,
10.86,515,80,,
10.88,513,79,,
10.9,511,80,,
10.92,509,79,,
10.94,506,83,,
10.96,505,80,,
10.98,503,80,,
11,501,80,,
11.02,499,80,,
11.04,495,83,,
11.06,483,87,,
11.08,480,90,,
11.1,477,92,,
11.12,473,95,,
11.14,470,98,,
11.16,465,105,,
11.18,462,108,,
11.2,459,111,,
11.22,456,114,,
11.24,453,117,,
11.26,448,124,,
11.28,445,127,,
11.3,442,130,,
11.32,439,133,,
11.34,436,136,,
11.36,431,143,,
11.38,428,147,,
11.4,426,150,,
11.42,423,153,,
11.44,420,156,,
11.46,417,160,,
11.48,414,167,,
11.5,411,170,,
11.52,409,174,,
11.54,407,177,,
11.56,404,178,,
11.58,402,178,,
11.6,399,178,,
11.62,397,178,,
11.64,396,178,,
11.66,394,178,,
11.68,391,178,,
11.7,390,178,,
11.72,388,178,,
11.74,386,178,,
11.76,385,178,,
11.78,383,178,,
11.8,382,178,,
11.82,381,178,,
11.84,380,178,,
11.86,378,178,,
11.88,377,178,,
11.9,376,178,,
11.92,376,178,,
11.94,375,178,,
11.96,374,178,,
11.98,373,178,,
12,373,178,,
12.02,372,178,,
12.04,372,178,,
12.06,371,178,,
12.08,371,178,,
12.1,370,178,,
12.12,371,178,,
12.14,371,178,,
12.16,371,178,,
12.18,371,178,,
12.2,371,178,,
12.22,372,178,,
12.24,372,178,,
12.26,373,178,,
12.28,373,178,,
12.3,373,178,,
12.32,375,178,,
12.34,376,178,,
12.36,376,178,,
12.38,377,178,,
12.4,378,178,,
12.42,378,178,,
12.44,381,178,,
12.46,382,178,,
12.48,383,178,,
