sep=,
Time,x-Position,y-Position,Collision,SplitTimes
26.56,768,-46,,
26.58,768,-47,,
26.6,768,-48,,
26.62,768,-48,,
26.64,764,-50,,
26.66,766,-50,,
26.68,766,-51,,
26.7,766,-52,,
26.72,766,-52,,
26.74,763,-53,,
26.76,764,-54,,
26.78,764,-54,,
26.8,764,-55,,
26.82,764,-55,,
26.84,764,-56,,
26.86,761,-56,,
26.88,762,-56,,
26.9,763,-57,,
26.92,763,-57,,
26.94,763,-57,,
26.96,761,-57,,
26.98,762,-57,,
27,763,-57,,
27.02,763,-57,,
27.04,763,-56,,
27.06,761,-56,,
27.08,762,-56,,
27.1,763,-55,,
27.12,763,-55,,
27.14,763,-54,,
27.16,761,-54,,
27.18,763,-53,,
27.2,763,-52,,
27.22,763,-52,,
27.24,763,-51,,
27.26,763,-51,,
27.28,761,-49,,
27.3,763,-49,,
27.32,763,-48,,
27.34,763,-47,,
27.36,763,-46,,
27.38,761,-45,,
27.4,763,-44,,
27.42,763,-43,,
27.44,763,-42,,
27.46,763,-41,,
27.48,763,-40,,
27.5,761,-38,,
27.52,763,-37,Wall_666_00,
27.54,763,-36,,
27.56,763,-35,,
27.58,763,-34,,
27.6,761,-32,,
27.62,763,-30,,
27.64,763,-29,,
27.66,763,-28,,
27.68,764,-27,,
27.7,761,-24,,
27.72,764,-22,,Cube (1)
27.74,764,-20,,Cube (1)
27.76,764,-19,,Cube (1)
27.78,764,-17,,
27.8,764,-16,,
27.82,761,-13,,
27.84,763,-11,,
27.86,764,-10,,
27.88,764,-8,,
27.9,764,-6,,
27.92,762,-3,,
27.94,763,-1,,
27.96,764,0,,
27.98,764,2,,
28,764,4,,
28.02,762,7,,
28.04,763,9,,
28.06,764,11,,
28.08,764,13,,
28.1,764,15,,
28.12,764,17,,
28.14,762,21,,
28.16,764,23,,
28.18,764,25,,
28.2,764,27,Wall_666_62,
28.22,764,29,,
28.24,762,33,,
28.26,764,36,,
28.28,764,38,,
28.3,766,41,,
28.32,766,43,,
28.34,765,47,,
28.36,767,50,,
28.38,767,52,,
28.4,768,55,,
28.42,768,57,,
28.44,768,59,,
28.46,767,64,,
28.48,768,67,,
28.5,769,69,,
28.52,769,71,,
28.54,770,74,,
28.56,768,79,,
28.58,770,82,,
28.6,771,84,,
28.62,771,87,,
28.64,771,89,,
28.66,769,94,,
28.68,768,97,Wall_606_156,
28.7,767,100,,
28.72,766,102,,
28.74,764,105,,
28.76,763,108,,
28.78,759,113,,
28.8,757,116,,
28.82,756,118,,
28.84,754,121,,
28.86,752,124,,
28.88,747,129,,
28.9,745,132,,
28.92,743,134,,
28.94,741,137,,
28.96,739,140,,
28.98,736,142,,
29,730,147,,
29.02,728,150,,
29.04,725,153,,
29.06,723,155,,
29.08,719,157,Wall_726_155,
29.1,711,162,,
29.12,707,163,,
29.14,702,165,,
29.16,698,167,,
29.18,694,169,,
29.2,685,173,,
29.22,679,174,,
29.24,674,176,,
29.26,669,178,,
29.28,663,180,,
29.3,659,182,,
29.32,649,186,,
29.34,644,187,,
29.36,638,189,,
29.38,633,191,,
29.4,628,193,,
29.42,619,197,,
29.44,614,198,,
29.46,609,200,,
29.48,603,202,,
29.5,599,204,,
29.52,589,207,,
29.54,584,209,,
29.56,579,211,,
29.58,577,212,Wall_584_209,
29.6,577,212,,
29.62,577,212,,
29.64,577,212,,
29.66,577,212,,
29.68,577,212,,
29.7,577,211,,
29.72,576,211,,
29.74,576,211,,
