sep=,
Time,x-Position,y-Position,Collision,Checkpoint
3.08,614,724,,
3.1,609,726,,
3.12,604,728,,
3.14,599,731,,
3.16,589,736,,
3.18,583,738,,
3.2,578,740,,
3.22,572,742,,
3.24,567,744,,
3.26,562,746,,
3.28,551,751,,
3.3,545,753,,
3.32,540,755,,
3.34,534,757,,
3.36,528,759,,
3.38,517,764,,
3.4,511,765,,
3.42,505,767,,
3.44,499,769,,
3.46,493,771,,
3.48,482,775,,
3.5,476,777,,
3.52,470,779,,
3.54,464,780,,
3.56,457,782,,
3.58,451,784,,
3.6,439,788,,
3.62,433,789,,
3.64,426,791,,
3.66,420,792,,
3.68,414,794,,
3.7,401,798,,
3.72,395,799,,
3.74,389,801,,
3.76,382,802,,
3.78,376,803,,
3.8,363,806,,
3.82,357,808,,
3.84,350,809,,
3.86,344,810,,
3.88,338,811,,
3.9,331,813,,
3.92,318,816,,
3.94,312,817,,
3.96,305,818,,
3.98,299,819,,
4,292,820,,
4.02,280,822,,
4.04,273,823,,
4.06,267,824,,
4.08,260,825,,
4.1,253,826,,
4.12,241,828,,
4.14,234,829,,
4.16,228,830,,
4.18,221,831,,
4.2,215,831,,
4.22,209,832,,
4.24,196,834,,
4.26,190,835,,
4.28,184,835,,
4.3,177,836,,
4.32,171,836,,
4.34,159,838,,
4.36,153,838,,
4.38,146,839,,
4.4,140,839,,
4.42,134,839,,
4.44,122,841,,
4.46,116,841,,
4.48,110,841,,
4.5,104,842,,
4.52,98,842,,
4.54,92,842,,
4.56,81,843,,
4.58,75,843,,
4.6,69,843,,
4.62,64,844,,
4.64,58,844,,
4.66,47,844,,
4.68,42,844,,
4.7,37,844,,
4.72,31,844,,
4.74,26,844,,
4.76,21,844,,
4.78,11,845,,
4.8,11,845,,
4.82,11,845,,
4.84,11,845,,
4.86,11,844,,
4.88,11,845,,
4.9,11,844,,
4.92,11,844,,
4.94,11,844,,
4.96,11,844,,
4.98,11,844,,
5,11,844,,
5.02,11,843,,
5.04,11,843,,
5.06,11,843,,
5.08,11,842,,
5.1,11,842,,
5.12,11,842,,
5.14,11,841,,
5.16,11,841,,
5.18,11,840,,
5.2,11,840,,
5.22,11,839,,
5.24,11,839,,
5.26,11,838,,
5.28,11,838,,
5.3,11,837,,
5.32,11,836,,
5.34,11,836,,
5.36,11,835,,
5.38,11,834,,
5.4,11,834,,
5.42,11,833,,
5.44,11,832,,
5.46,11,831,,
5.48,11,831,,
5.5,11,830,,
5.52,11,829,,
5.54,11,828,,
5.56,11,827,,
5.58,11,826,,
5.6,11,825,,
5.62,11,824,,
5.64,11,823,,
5.66,11,822,,
5.68,11,821,,
5.7,11,820,,
5.72,11,819,,
5.74,11,818,,
5.76,11,817,,
5.78,11,816,,
5.8,11,815,,
5.82,11,814,,
5.84,11,812,,
5.86,11,811,,
5.88,11,810,,
5.9,11,809,,
5.92,11,808,,
5.94,11,806,,
5.96,11,805,,
5.98,11,804,,
6,11,802,,
6.02,11,801,,
6.04,11,800,,
6.06,11,798,,
6.08,11,797,,
6.1,11,796,,
6.12,11,794,,
6.14,11,793,,
6.16,11,791,,
6.18,11,790,,
6.2,11,789,,
6.22,11,787,,
6.24,11,786,,
6.26,11,784,,
6.28,11,783,,
6.3,11,782,,
6.32,12,780,,
6.34,12,779,,
6.36,12,778,,
6.38,14,777,Wall_167_760,
6.4,16,777,,
6.42,18,777,,
6.44,19,777,,
6.46,21,777,,
6.48,24,777,,
6.5,26,777,,
6.52,28,777,,
6.54,30,777,,
6.56,32,777,,
6.58,36,777,,
6.6,38,777,,
6.62,41,777,,
6.64,43,777,,
6.66,45,777,,
6.68,48,777,,
6.7,53,777,,
6.72,55,777,,
6.74,58,777,,
6.76,61,777,,
6.78,64,777,,
6.8,69,777,,
6.82,72,777,,
6.84,75,778,,
6.86,79,778,,
6.88,82,778,,
6.9,85,778,,
6.92,91,777,,
6.94,95,777,,
6.96,98,777,,
6.98,102,777,,
7,105,777,,
7.02,113,777,,
7.04,116,777,,
7.06,120,777,,
7.08,124,777,,
7.1,128,777,,
7.12,136,776,,
7.14,139,776,,
7.16,143,776,,
7.18,148,776,,
7.2,152,776,,
7.22,156,776,,
7.24,165,775,,
7.26,170,775,,
7.28,175,775,,
7.3,179,774,,
7.32,185,774,,
7.34,193,773,,
7.36,198,772,,
7.38,202,771,,
7.4,207,771,,
7.42,211,770,,
7.44,220,768,,
7.46,224,767,,
7.48,228,766,,
7.5,232,766,,
7.52,236,765,,
7.54,240,764,,
7.56,248,762,,
7.58,252,761,,
7.6,256,760,,
7.62,259,759,,
7.64,263,758,,
7.66,270,756,,
7.68,274,755,,
7.7,277,754,,
7.72,281,753,,
7.74,284,752,,
7.76,290,750,,
7.78,294,749,,
7.8,297,747,,
7.82,300,746,,
7.84,303,745,,
7.86,306,744,,
7.88,311,742,,
7.9,314,741,,
7.92,316,739,,
7.94,319,738,,
7.96,321,737,,
7.98,326,735,,
8,328,733,,
8.02,330,732,,
8.04,332,731,,
8.059999,335,730,,
8.08,338,727,,
8.099999,340,726,,
8.12,342,725,,
8.139999,344,724,,
8.16,345,723,,
8.179999,347,722,,
8.2,349,719,,
8.22,351,718,,
8.24,352,717,,
8.26,353,716,,
8.28,354,714,,
8.3,356,712,,
8.32,358,712,Wall_416_675,
8.34,360,711,,
8.36,361,711,,
8.38,362,711,,
8.4,363,710,,
8.42,363,711,,
8.44,364,711,,
8.46,364,711,,
8.48,364,711,,
8.5,364,711,,
8.52,364,710,,
8.54,363,711,,
8.559999,363,711,,
8.58,362,711,,
8.599999,362,711,,
8.62,360,710,,
8.639999,359,711,,
8.66,358,711,,
8.679999,356,711,,
8.7,355,711,,
8.72,353,710,,
8.74,351,711,,
8.76,349,711,Wall_309_644,
8.78,349,711,Wall_309_644,
8.8,348,711,,
8.82,348,711,,
8.84,347,710,,
8.86,348,710,,
8.88,348,711,,
8.9,347,712,,
8.92,345,712,,
8.94,342,712,,
8.96,341,712,,
8.98,338,714,,
9,333,714,,
9.02,328,714,,
9.04,320,713,,
9.059999,315,713,,
9.08,310,713,,
9.099999,304,713,,
9.12,298,713,Wall_309_644,
9.139999,293,712,Wall_309_644,
9.16,285,711,,
9.179999,282,712,,
9.2,277,713,,
9.22,272,713,,
9.24,267,713,,
9.26,259,713,,
9.28,254,714,,
9.3,249,714,,
9.32,243,714,,
9.34,237,714,,
9.36,228,713,,
9.38,222,714,,
9.4,217,714,,
9.42,211,714,Wall_309_644,
9.44,205,714,Wall_309_644,
9.46,199,714,,
9.48,189,712,Wall_309_644,
9.5,183,714,,
9.52,177,714,,
9.54,170,714,,
9.559999,164,714,,
9.58,153,713,,
9.599999,147,713,,
9.62,141,712,,
9.639999,135,712,,
9.66,128,712,,
9.679999,122,712,,
9.7,112,710,,
9.719999,106,710,,
9.74,100,709,,
9.76,94,709,,
9.78,88,708,,
9.8,79,707,,
9.82,73,706,,
9.84,68,706,,
9.86,62,705,,
9.88,57,705,,
9.9,48,702,,
9.92,42,702,,
9.94,37,702,Wall_23_707,
9.96,34,702,,
9.98,30,702,,
10,28,702,,
10.02,27,701,,
10.04,29,701,,
10.06,29,701,,
10.08,30,701,,
10.1,30,701,,
10.12,31,699,,
10.14,33,700,,
10.16,34,699,,
10.18,35,699,,
10.2,35,699,,
10.22,36,697,,
10.24,39,697,,
10.26,40,697,,
10.28,41,697,,
10.3,42,696,,
10.32,44,696,,
10.34,45,694,,
10.36,47,694,,
10.38,49,694,,
10.4,51,693,,
10.42,52,693,,
10.44,54,691,,
10.46,57,691,,
10.48,59,690,,
10.5,60,690,,
10.52,62,689,,
10.54,65,687,,
10.56,68,687,,
10.58,70,686,,
10.6,72,685,,
10.62,74,685,,
10.64,76,684,,
10.66,79,682,,
10.68,83,681,,
10.7,85,681,,
10.72,87,680,,
10.74,90,679,,
10.76,93,676,,
10.78,97,676,,
10.8,100,675,,
10.82,103,674,,
10.84,105,673,,
10.86,109,670,,
10.88,113,670,,
10.9,117,669,,
10.92,119,668,,
10.94,122,667,,
10.96,125,666,,
10.98,130,663,,
11,134,662,,
11.02,138,661,,
11.04,141,660,,
11.06,144,659,,
11.08,150,656,,
11.1,154,655,,
11.12,158,654,,
11.14,162,652,,
11.16,165,651,Wall_82_613,
11.18,171,648,Wall_82_613,
11.2,176,647,,
11.22,180,645,,
11.24,184,644,,
11.26,189,642,,
11.28,191,641,,
11.3,194,637,,
11.32,196,635,,
11.34,198,633,,
11.36,200,631,,
11.38,202,630,,
11.4,205,625,,
11.42,207,623,,
11.44,209,621,,
11.46,211,619,,
11.48,212,617,,
11.5,215,612,,
11.52,217,610,,
11.54,219,608,,
11.56,220,606,,
11.58,222,604,,
11.6,224,602,,
11.62,226,597,,
11.64,228,595,,
11.66,229,592,,
11.68,231,590,,
11.7,232,588,,
11.72,234,582,,
11.74,235,580,,
11.76,237,578,,
11.78,238,575,,
11.8,239,572,,
11.82,241,570,,
11.84,242,564,,
11.86,243,562,,
11.88,245,559,,
11.9,246,557,,
11.92,247,554,,
11.94,248,548,,
11.96,249,545,,
11.98,250,543,,
12,251,540,,
12.02,251,537,,
12.04,252,531,,
12.06,253,528,,
12.08,254,525,,
12.1,254,522,,
12.12,255,519,,
12.14,255,513,,
12.16,256,510,,
12.18,256,507,,
12.2,257,504,,
12.22,257,501,,
12.24,257,498,,
12.26,257,491,,
12.28,257,488,,
12.3,257,485,,
12.32,257,482,,
12.34,257,479,,
12.36,256,471,,
12.38,256,468,,
12.4,256,465,,
12.42,256,462,,
12.44,255,458,,
12.46,255,455,,
12.48,253,448,,
12.5,253,445,,
12.52,252,441,,
12.54,251,438,,
12.56,251,435,,
12.58,248,427,,
12.6,247,424,,
12.62,246,420,,
12.64,245,417,,
12.66,244,413,,
12.68,241,406,,
12.7,240,402,,
12.72,239,399,,
12.74,237,395,,
12.76,236,392,,
12.78,234,388,,
12.8,230,381,,
12.82,228,377,,
12.84,226,374,,
12.86,224,370,,
12.88,222,366,,
12.9,217,359,,
12.92,215,355,,
12.94,213,352,,
12.96,211,348,,
12.98,208,345,,
13,202,337,,
13.02,199,335,Wall_333_323,
13.04,197,335,,
13.06,194,335,,
13.08,191,335,,
13.1,187,335,,
13.12,181,335,,
13.14,177,335,,
13.16,174,335,,
13.18,170,335,,
13.2,166,335,,
13.22,155,330,,
13.24,146,327,,
13.26,142,323,,
13.28,138,320,,
13.3,135,316,,
13.32,127,309,,
13.34,124,305,,
13.36,120,302,,
13.38,117,298,,
13.4,114,295,,
13.42,110,291,,
13.44,104,283,,
13.46,101,280,,
13.48,98,276,,
13.5,95,273,,
13.52,92,269,,
13.54,87,262,,
13.56,84,258,,
13.58,81,255,,
13.6,79,251,,
13.62,76,248,,
13.64,72,241,,
13.66,69,237,,
13.68,67,234,,
13.7,65,231,,
13.72,62,227,,
13.74,60,224,,
13.76,56,217,,
13.78,54,214,,
13.8,52,211,,
13.82,50,207,,
13.84,48,204,,
13.86,44,197,,
13.88,43,194,,
13.9,41,191,,
13.92,39,188,,
13.94,37,185,,
13.96,34,178,,
13.98,33,176,,
14,31,173,,
14.02,30,170,,
14.04,28,167,,
14.06,27,164,,
14.08,24,158,,
14.1,23,155,,
14.12,21,152,,
14.14,20,149,,
14.16,19,147,,
14.18,17,141,,
14.2,16,138,,
14.22,15,135,,
14.24,13,133,,
14.26,13,130,,
14.28,11,125,,
14.3,11,122,,
14.32,11,120,,
14.34,11,117,,
14.36,11,115,,
14.38,11,112,,
14.4,11,107,,
14.42,11,104,,
14.44,11,102,,
14.46,11,100,,
14.48,11,98,,
14.5,11,93,,
14.52,11,90,,
14.54,11,88,,
14.56,11,86,,
14.58,11,84,,
14.6,11,82,,
14.62,11,77,,
14.64,11,75,,
14.66,11,73,,
14.68,11,71,,
14.7,11,69,,
14.72,11,65,,
14.74,11,63,,
14.76,11,61,,
14.78,11,59,,
14.8,11,57,,
14.82,11,53,,
14.84,11,52,,
14.86,11,50,,
14.88,11,48,,
14.9,11,47,,
14.92,11,43,,
14.94,11,41,,
14.96,11,40,,
14.98,11,38,,
15,12,37,,
15.02,12,35,,
15.04,12,32,,
15.06,12,30,,
15.08,13,29,,
15.1,13,27,,
15.12,14,26,,
15.14,14,23,,
15.16,15,22,,
15.18,15,20,,
15.2,16,19,,
15.22,16,18,,
15.24,17,17,,
15.26,18,14,,
15.28,18,13,,
15.3,19,12,,
15.32,19,11,,
15.34,20,10,,
15.36,21,7,,
15.38,22,7,,
15.4,23,6,,
15.42,23,5,Wall_00_00,
15.44,25,4,,
15.46,27,4,,
15.48,28,4,,
15.5,29,4,,
15.52,30,4,,
15.54,31,4,,
15.56,32,4,,
15.58,33,4,,
15.6,34,4,,
15.62,35,4,,
15.64,36,4,,
15.66,37,4,,
15.68,39,4,,
15.7,40,4,,
15.72,41,4,,
15.74,43,4,,
15.76,44,4,,
15.78,46,4,,
15.8,47,4,,
15.82,48,4,,
15.84,49,4,,
15.86,51,4,,
15.88,52,4,,
15.9,54,4,,
15.92,55,4,,
15.94,57,4,,
15.96,58,4,,
15.98,59,4,,
16,62,4,,
16.02,63,4,,
16.04,65,4,,
16.06,66,4,,
16.08,68,4,,
16.1,70,4,,
16.12,72,4,,
16.14,73,4,,
16.16,75,5,,
16.18,77,5,,
16.2,78,5,,
16.22,81,5,,
16.24,83,6,,
16.26,84,6,,
16.28,86,7,,
16.3,88,7,,
16.32,91,7,,
16.34,92,8,,
16.36,94,9,,
16.38,96,9,,
16.4,98,10,,
16.42,101,11,,
16.44,103,11,,
16.46,104,12,,
16.48,106,13,,
16.5,108,14,,
16.52,110,15,,
16.54,113,16,,
16.56,115,16,,
16.58,117,17,,
16.6,119,18,,
16.62,121,19,,
16.64,125,21,,
16.66,127,22,,
16.68,129,23,,
16.7,131,24,,
16.72,133,25,,
16.74,137,26,,
16.76,140,28,,
16.78,142,29,,
16.8,145,30,,
16.82,147,31,,
16.84,150,32,,
16.86,155,34,,
16.88,158,35,,
16.9,161,36,,
16.92,164,37,,
16.94,167,38,,
16.96,173,40,,
16.98,176,41,,
17,179,42,,
17.02,183,43,,
17.04,186,45,,
17.06,193,46,,
17.08,197,47,,
17.1,201,49,,
17.12,205,50,,
17.14,209,51,,
17.16,212,52,,
17.18,220,54,,
17.2,225,55,,
17.22,229,56,,
17.24,233,58,,
17.26,238,59,,
17.28,246,61,,
17.3,251,62,,
17.32,256,63,,
17.34,260,64,,
17.36,265,65,,
17.38,275,67,,
17.4,280,68,,
17.42,285,70,,
17.44,290,71,,
17.46,296,72,,
17.48,301,73,,
17.5,312,75,,
17.52,317,76,,
17.54,323,77,,
17.56,328,79,,
17.58,334,80,,
17.6,346,81,,
17.62,352,83,,
17.64,358,84,,
17.66,364,85,,
17.68,370,86,,
17.7,376,87,,
17.72,388,89,,
17.74,395,90,,
17.76,401,91,,
17.78,408,92,,
17.8,414,93,,
17.82,427,94,,
17.84,434,95,,
17.86,441,96,,
17.88,448,97,,
17.9,454,98,,
17.92,468,99,,
17.94,475,100,,
17.96,481,101,,
17.98,486,102,Wall_582_113,
18,488,103,,
18.02,488,103,,
18.04,488,103,,
18.06,488,103,,
18.08,488,103,,
18.1,488,103,,
18.12,488,103,,
18.14,488,103,,
18.16,488,103,,
18.18,488,103,,
18.2,488,103,,
18.22,488,103,,
18.24,488,102,,
18.26,488,102,,
18.28,488,102,,
18.3,488,101,,
18.32,488,101,,
18.34,488,101,,
18.36,488,100,,
18.38,488,99,,
18.4,488,99,,
18.42,488,99,,
18.44,488,98,,
18.46,488,97,,
18.48,488,96,,
18.5,488,96,,
18.52,488,95,,
18.54,488,94,,
18.56,488,93,,
18.58,488,92,,
18.6,488,92,,
18.62,488,91,,
18.64,488,90,,
18.66,488,89,,
18.68,488,87,,
18.7,488,86,,
18.72,488,85,,
18.74,488,84,,
18.76,488,83,,
18.78,488,81,,
18.8,488,80,,
18.82,489,78,,
18.84,490,77,,
18.86,492,75,,
18.88,502,72,,
18.9,507,71,,
18.92,512,69,,
18.94,517,68,,
18.96,521,67,,
18.98,526,66,,
19,537,64,,
19.02,542,63,,
19.04,548,62,,
19.06,553,61,,
19.08,558,60,,
19.1,570,57,,
19.12,575,56,,
19.14,581,56,,
19.16,586,55,,
19.18,592,54,,
19.2,597,53,,
19.22,609,51,,
19.24,615,50,,
19.26,620,50,,
19.28,626,49,,
19.3,631,48,,
19.32,644,47,,
19.34,649,46,,
19.36,655,45,,
19.38,661,45,,
19.4,666,44,,
19.42,679,43,,
19.44,684,43,,
19.46,689,42,,
19.48,695,42,,
19.5,700,41,,
19.52,712,41,,
19.54,717,40,,
19.56,723,40,,
19.58,728,40,,
19.6,734,39,,
19.62,739,39,,
19.64,750,39,,
19.66,756,39,,
19.68,761,38,,
19.7,766,38,,
19.72,771,38,,
19.74,782,38,,
19.76,787,38,,
19.78,792,38,,
19.8,797,38,,
19.82,801,38,,
19.84,812,38,,
19.86,817,38,,
19.88,822,39,,
19.9,826,39,,
19.92,831,39,,
19.94,835,39,,
19.96,845,39,,
19.98,850,40,,
20,854,40,,
20.02,859,40,,
20.04,863,41,,
20.06,872,41,,
20.08,877,42,,
20.1,881,42,,
20.12,885,42,,
20.14,889,43,,
20.16,893,43,,
20.18,902,44,,
20.2,905,45,,
20.22,909,45,,
20.24,913,46,,
20.26,916,46,,
20.28,925,48,,
20.3,928,48,,
20.32,931,49,,
20.34,935,49,,
20.36,938,50,,
20.38,946,51,,
20.4,949,52,,
20.42,952,53,,
20.44,955,53,,
20.46,958,54,,
20.48,961,55,,
20.5,967,57,,
20.52,970,57,,
20.54,973,58,,
20.56,975,59,,
20.58,978,60,,
20.6,984,62,,
20.62,986,62,,
20.64,988,63,,
20.66,988,64,,
20.68,988,65,,
20.7,988,67,,
20.72,988,68,,
20.74,988,69,,
20.76,988,70,,
20.78,988,71,,
20.8,988,72,,
20.82,988,74,,
20.84,988,75,,
20.86,988,76,,
20.88,988,77,,
20.9,988,78,,
20.92,988,80,,
20.94,988,82,,
20.96,988,83,,
20.98,988,84,,
21,988,85,,
21.02,988,87,,
21.04,988,88,,
21.06,988,90,,
21.08,988,91,,
21.1,988,92,,
21.12,988,93,,
21.14,988,95,,
21.16,988,97,,
21.18,988,98,,
21.2,988,99,,
21.22,988,100,,
21.24,988,103,,
21.26,988,104,,
21.28,988,105,,
21.3,988,107,,
21.32,987,108,,
21.34,988,111,,
21.36,987,112,,
21.38,986,113,,
21.4,986,114,,
21.42,985,116,,
21.44,984,117,,
21.46,983,120,,
21.48,982,121,,
21.5,981,122,,
21.52,980,124,,
21.54,979,125,,
21.56,977,128,,
21.58,976,129,,
21.6,974,130,,
21.62,972,132,,
21.64,971,133,,
21.66,968,136,,
21.68,966,137,,
21.7,964,138,Wall_916_175,
21.72,962,139,,
21.74,959,139,,
21.76,958,139,,
21.78,955,140,,
21.8,953,139,,
21.82,951,139,,
21.84,949,139,,
21.86,947,139,,
21.88,944,140,,
21.9,942,139,,
21.92,939,139,,
21.94,937,139,,
21.96,935,139,,
21.98,930,140,,
22,928,139,,
22.02,925,139,,
22.04,922,139,,
22.06,920,139,,
22.08,917,139,,
22.1,911,140,,
22.12,908,139,,
22.14,905,139,,
22.16,902,139,,
22.18,899,139,,
22.2,892,140,,
22.22,889,139,,
22.24,885,139,,
22.26,882,139,,
22.28,878,139,,
22.3,874,139,,
22.32,867,140,,
22.34,863,139,,
22.36,859,139,,
22.38,855,139,,
22.4,851,139,,
22.42,843,140,,
22.44,838,139,,
22.46,834,139,,
22.48,829,139,,
22.5,824,139,,
22.52,815,141,,
22.54,810,142,,
22.56,805,143,,
22.58,801,144,,
22.6,796,145,,
22.62,791,146,,
22.64,782,148,,
22.66,777,149,,
22.68,773,150,,
22.7,768,152,,Zweiter
22.72,763,153,,Zweiter
22.74,754,156,,Zweiter
22.76,749,157,,Zweiter
22.78,745,158,,Zweiter
22.8,740,160,,Zweiter
22.82,735,161,,Zweiter
22.84,727,164,,Zweiter
22.86,722,166,,Zweiter
22.88,718,167,,Zweiter
22.9,713,169,,Zweiter
22.92,709,170,,Zweiter
22.94,704,172,,
22.96,696,175,,
22.98,692,177,,
23,687,178,,
23.02,683,180,,
23.04,679,182,Wall_582_175,
23.06,675,185,,
23.08,678,187,,
23.1,678,189,,
23.12,678,191,,
23.14,678,193,,
23.16,675,197,,
23.18,678,199,,
23.2,679,200,,
23.22,679,202,Wall_582_238,
23.24,679,204,,
23.26,679,206,,
23.28,676,211,,
23.3,678,213,,
23.32,678,215,,
23.34,679,218,,
23.36,679,220,,
23.38,676,224,,
23.4,679,227,,
23.42,679,229,,
23.44,679,231,,
23.46,679,233,,
23.48,677,238,,
23.5,679,240,,
23.52,680,242,,
23.54,680,245,,
23.56,680,247,,
23.58,680,250,,
23.6,678,254,,
23.62,680,257,,
23.64,680,259,,
23.66,680,261,,
23.68,680,264,,
23.7,679,269,Wall_523_332,
23.72,680,272,Wall_523_332,
23.74,680,275,,
23.76,680,278,,
23.78,679,280,,
23.8,676,286,,
23.82,675,288,,
23.84,674,291,,
23.86,672,294,,
23.88,671,296,,
23.9,670,299,,
23.92,666,304,,
23.94,664,307,,
23.96,662,309,,
23.98,660,312,,
24,659,315,,
24.02,654,320,,
24.04,652,322,,
24.06,650,325,,
24.08,647,328,,
24.1,644,330,Wall_809_269,
24.12,636,335,Wall_642_331,
24.14,630,336,,
24.16,623,338,,
24.18,618,340,,
24.2,612,342,,
24.22,607,344,,
24.24,598,349,,
24.26,591,350,,
24.28,585,352,,
24.3,579,354,,
24.32,574,356,,
24.34,564,361,,
24.36,558,362,,
24.38,552,364,,
24.4,547,366,,
24.42,541,368,,
24.44,532,372,,
24.46,525,373,,
24.48,520,375,,
24.5,515,377,,
24.52,509,379,,
24.54,504,380,,
24.56,495,384,,
24.58,494,384,Wall_500_385,
24.6,493,384,,
24.62,492,384,,
24.64,490,384,,
24.66,485,385,,
24.68,485,384,,
24.7,485,384,,
24.72,484,384,,
24.74,484,384,,
24.76,484,384,,
24.78,483,384,,
24.8,483,383,,
24.82,483,383,,
24.84,482,383,,
24.86,482,383,,
24.88,480,383,,
24.9,480,382,,
24.92,479,382,,
24.94,479,382,,
24.96,478,381,,
24.98,476,381,,
25,475,380,,
25.02,475,380,,
25.04,473,379,,
25.06,472,379,,
25.08,471,379,,
25.1,468,378,,
25.12,467,377,,
25.14,467,377,,
25.16,465,376,,
25.18,464,376,,
25.2,460,375,,
25.22,459,374,,
25.24,458,373,,
25.26,456,373,,
25.28,455,372,,
25.3,450,371,,
25.32,449,370,,
25.34,448,369,,
25.36,446,369,,
25.38,444,368,,
25.4,442,367,,
25.42,437,366,,
25.44,436,365,,
25.46,433,364,,
25.48,431,363,,
25.5,429,362,,
25.52,423,361,,
25.54,422,360,,
25.56,419,359,,
25.58,417,358,,
25.6,414,357,,
25.62,408,355,,
25.64,406,354,,
25.66,404,353,,
25.68,401,352,,
25.7,398,351,,
25.72,396,350,,
25.74,389,348,,
25.76,387,346,,
25.78,384,345,,
25.8,381,344,,
25.82,377,343,,
25.84,370,341,,
25.86,368,339,,
25.88,364,338,,
25.9,361,336,,
25.92,357,335,,
25.94,350,333,,
25.96,348,331,Wall_333_323,
25.98,344,330,,
26,340,328,,
26.02,336,327,,
26.04,333,326,,
26.06,322,322,,
26.08,318,320,,
26.1,314,318,,
26.12,310,317,,
26.14,306,315,,
26.16,296,313,,
26.18,293,311,,
26.2,289,309,,
26.22,285,307,,
26.24,280,306,,
26.26,270,303,,
26.28,267,301,,
26.3,262,299,,
26.32,258,297,,
26.34,254,296,,
26.36,249,294,,
26.38,238,291,,
26.4,235,289,,
26.42,230,287,,
26.44,225,285,,
26.46,220,283,,
26.48,208,280,,
26.5,205,277,,
26.52,200,275,,
26.54,195,273,,
26.56,189,271,,
26.58,177,268,,
26.6,173,266,,
26.62,168,263,,
26.64,161,261,,
26.66,154,260,,
26.68,147,259,,
26.7,132,256,,
26.72,124,255,,
26.74,117,254,,
26.76,110,253,,
26.78,102,251,,
26.8,87,250,,
26.82,80,248,,
26.84,73,247,,
26.86,66,246,,
26.88,59,245,,
26.9,45,244,,
26.92,38,243,,
26.94,31,242,,
26.96,24,241,,
26.98,17,240,,
27,11,239,,
27.02,11,238,,
27.04,11,237,,
27.06,11,236,,
27.08,11,235,,
27.1,11,234,,
27.12,11,233,,
27.14,11,233,,
27.16,11,232,,
27.18,11,231,,
27.2,11,231,,
27.22,11,230,,
27.24,11,229,,
27.26,11,229,,
27.28,11,228,,
27.3,11,228,,
27.32,11,227,,
27.34,11,227,,
27.36,11,226,,
27.38,11,226,,
27.4,11,226,,
27.42,11,225,,
