sep=,
Time,x-Position,y-Position,Collision,Checkpoint
0,911,368,,
0.02,911,368,,
0.04,911,368,,
0.06,911,368,,
0.08,911,368,,
0.09999999,911,368,,
0.12,911,368,,
0.14,911,368,,
0.16,911,369,,
0.18,911,369,,
0.2,911,369,,
0.22,911,370,,
0.24,911,370,,
0.26,910,371,,
0.28,910,371,,
0.3,910,372,,
0.32,910,372,,
0.34,910,373,,
0.36,910,373,,
0.38,909,374,,
0.4,909,375,,
0.42,909,376,,
0.44,909,376,,
0.46,908,377,,
0.48,908,379,,
0.5,908,379,,
0.52,907,380,,
0.54,907,381,,
0.56,907,382,,
0.58,906,384,,
0.6,906,385,,
0.62,906,386,,
0.64,905,387,,
0.66,905,388,,
0.68,905,389,,
0.7,904,391,,
0.72,903,392,,
0.74,903,393,,
0.76,903,394,,
0.78,902,396,,
0.8,902,398,,
0.82,901,399,,
0.84,901,401,,
0.86,900,402,,
0.88,900,403,,
0.9,899,406,,
0.92,898,408,,
0.94,898,409,,
0.96,897,410,,
0.98,897,412,,
1,896,414,,
1.02,895,417,,
1.04,895,418,,
1.06,894,420,,
1.08,894,422,,
1.1,893,423,,
1.12,892,427,,
1.14,892,429,,
1.16,891,430,,
1.18,890,432,,
1.2,890,434,,
1.22,889,436,,
1.24,888,440,,
1.26,887,442,,
1.28,887,444,,
1.3,886,446,,
1.32,885,448,,
1.34,884,452,,
1.36,883,454,,
1.38,883,456,,
1.4,882,459,,
1.42,881,461,,
1.44,880,465,,
1.46,879,468,,
1.48,878,470,,
1.5,877,472,,
1.52,877,475,,
1.54,875,479,,
1.56,874,482,,
1.58,873,484,,
1.6,873,487,,
1.62,872,489,,
1.64,871,492,,
1.66,869,497,,
1.68,868,500,,
1.7,868,502,,
1.72,867,505,,
1.74,866,508,,
1.76,864,513,,
1.78,863,516,,
1.8,862,519,,
1.82,861,522,,
1.84,860,525,,
1.86,859,528,,
1.88,858,533,,
1.9,857,536,,
1.92,856,539,,
1.94,855,542,,
1.96,854,545,,
1.98,852,552,,
2,851,555,,
2.02,850,558,,
2.04,849,561,,
2.06,847,564,,
2.08,845,571,,
2.1,844,574,,
2.12,843,577,,
2.14,843,580,Wall_689_644,
2.16,846,584,,
2.18,847,588,,
2.2,846,595,,
2.22,845,598,,
2.24,844,602,,
2.26,843,605,,
2.28,842,608,,
2.3,839,615,,
2.32,838,618,,
2.34,836,622,,
2.36,835,625,,
2.38,833,629,,
2.4,829,635,,
2.42,825,638,Wall_976_581,
2.44,821,640,Wall_916_675,
2.46,816,641,,
2.48,812,643,,
2.5,807,645,,
2.52,800,651,,
2.54,795,652,,
2.56,790,654,,
2.58,785,656,,
2.6,779,658,,
2.62,769,662,,
2.64,762,664,,
2.66,757,666,,
2.68,751,668,,
2.7,745,671,,
2.72,734,675,,
2.74,727,677,,
2.76,721,679,,
2.78,715,681,,
2.8,710,684,,
2.82,703,686,,
2.84,692,691,,
2.86,686,692,,
2.88,680,695,,
2.9,674,697,,
2.92,667,699,,
2.94,657,704,,
2.96,649,706,,
2.98,643,709,,
3,638,711,,
3.02,633,714,,
3.04,623,720,,
3.06,618,722,,
3.08,612,725,,
3.1,607,727,,
3.12,602,730,,
3.14,597,732,,
3.16,586,738,,
3.18,581,740,,
3.2,575,743,,
3.22,570,745,,
3.24,564,747,,
3.26,553,753,,
3.28,547,755,,
3.3,541,757,,
3.32,536,760,,
3.34,530,762,,
3.36,518,767,,
3.38,512,769,,
3.4,506,771,,
3.42,500,773,,
3.44,494,775,,
3.46,488,777,,
3.48,476,782,,
3.5,470,784,,
3.52,463,786,,
3.54,457,788,,
3.56,451,790,,
3.58,438,794,,
3.6,432,796,,
3.62,425,798,,
3.64,419,800,,
3.66,413,802,,
3.68,400,806,,
3.7,394,807,,
3.72,387,809,,
3.74,380,811,,
3.76,374,812,,
3.78,367,814,,
3.8,355,817,,
3.82,348,819,,
3.84,341,821,,
3.86,335,822,,
3.88,328,824,,
3.9,315,827,,
3.92,309,828,,
3.94,302,830,,
3.96,296,831,,
3.98,289,832,,
4,276,835,,
4.02,269,836,,
4.04,263,838,,
4.06,256,839,,
4.08,250,840,,
4.1,243,841,,
4.12,230,844,,
4.14,224,845,,
4.16,217,846,,
4.18,211,847,,
4.2,204,848,,
4.22,192,850,,
4.24,185,851,,
4.26,179,852,,
4.28,173,852,,
4.3,166,853,,
4.32,154,855,,
4.34,148,856,,
4.36,141,857,,
4.38,135,857,,
4.4,129,858,,
4.42,123,859,,
4.44,111,860,,
4.46,105,861,,
4.48,99,861,,
4.5,92,862,,
4.52,87,862,,
4.54,75,864,,
4.56,69,864,,
4.58,64,865,,
4.6,58,865,,
4.62,52,865,,
4.64,46,866,,
4.66,36,867,,
4.68,30,867,,
4.7,25,867,,
4.72,19,867,,
4.74,13,868,,
4.76,11,869,,
4.78,11,869,,
4.8,11,869,,
4.82,11,869,,
4.84,11,869,,
4.86,11,870,,
4.88,11,870,,
4.9,11,870,,
4.92,11,870,,
4.94,11,870,,
4.96,11,870,,
4.98,11,870,,
5,11,870,,
5.02,11,870,,
5.04,11,870,,
5.06,11,869,,
5.08,11,870,,
5.1,11,869,,
5.12,11,869,,
5.14,11,869,,
5.16,11,869,,
5.18,11,868,,
5.2,11,868,,
5.22,11,868,,
5.24,11,867,,
5.26,11,867,,
5.28,11,867,,
5.3,11,866,,
5.32,11,866,,
5.34,11,865,,
5.36,11,865,,
5.38,11,864,,
