sep=,
Time,x-Position,y-Position,Speed
0,13,4,0,0,150.2254
0.02,13,4,0,0,0
0.04,13,4,0,0,0.006001654
0.06,13,4,0,0,0
0.08,13,4,0,0,0
0.09999999,13,4,0,0,0
0.12,13,4,0,0,0
0.14,13,4,0,0,0
0.16,13,4,0,0,0
0.18,13,4,0,0,0
0.2,13,4,0,0,0
0.22,13,4,0,0,0
0.24,13,4,0,0,0
0.26,13,4,0,0,0
0.28,13,4,0,0,0.1471352
0.3,13,4,0,0,0.1484311
0.32,13,4,0,0,0.08066369
0.34,13,4,0,0,0.08673195
0.36,13,4,0,0,0.0883465
0.38,13,4,0,0,0.09221935
0.4,13,4,0,0,0.09763219
0.42,13,4,0,0,0.2095973
0.44,13,4,0,0,0.1089289
0.46,13,4,0,0,0.1146049
0.48,13,4,0,0,0.1189329
0.5,13,4,0,0,0.1231872
0.52,13,4,0,0,0.2591482
0.54,13,4,0,0,0.135961
0.56,13,4,0,0,0.1414037
0.58,13,4,0,0,0.1440882
0.6,13,4,0,0,0.1533814
0.62,13,4,0,0,0.3048114
0.64,13,4,0,0,0.1615086
0.66,13,4,0,0,0.1703946
0.68,13,4,0,0,0.1654038
0.7,13,4,0,0,0.174438
0.72,13,4,0,0,0.178396
0.74,13,4,0,0,0.3698579
0.76,13,4,0,0,0.192632
0.78,13,4,0,0,0.1959273
0.8,13,4,0,0,0.1981749
0.82,13,4,0,0,0.2064502
0.84,13,4,0,0,0.4191722
0.86,13,4,0,0,0.216321
0.88,13,4,0,0,0.221138
0.9,13,4,0,0,0.2257441
0.92,13,4,0,0,0.2315939
0.94,13,4,0,0,0.4718074
0.96,13,4,0,0,0.2403765
0.98,13,4,0,0,0.2536832
1,13,4,0,0,0.2439382
1.02,13,4,0,0,0.258837
1.04,13,4,0,0,0.2697043
1.06,13,4,0,0,0.5210918
1.08,13,4,0,0,0.2689305
1.1,13,4,0,0,0.2782087
1.12,13,4,0,0,0.2790346
1.14,13,4,0,0,0.2876393
1.16,13,4,0,0,0.5841572
1.18,13,4,0,0,0.2943406
1.2,13,4,0,0,0.3139457
1.22,13,4,0,0,0.2938301
1.24,13,4,0,0,0.3182406
1.26,13,5,0,0,0.6262033
1.28,13,5,0,0,0.3233316
1.3,13,5,0,0,0.3275859
1.32,13,5,0,0,0.3318552
1.34,13,5,0,0,0.3364943
1.36,13,5,0,0,0.3399856
1.38,13,5,0,0,0.6950151
1.4,13,5,0,0,0.3516191
1.42,13,5,0,0,0.3573953
1.44,13,5,0,0,0.3616678
1.46,13,5,0,0,0.3659073
1.48,13,5,0,0,0.7483205
1.5,13,5,0,0,0.3749713
1.52,13,5,0,0,0.3829611
1.54,13,5,0,0,0.387208
1.56,13,5,0,0,0.3914623
1.58,13,5,0,0,0.796616
1.6,13,5,0,0,0.4036436
1.62,13,5,0,0,0.4081867
1.64,13,5,0,0,0.4213378
1.66,13,5,0,0,0.4084457
1.68,13,5,0,0,0.4212749
1.7,13,5,0,0,0.855313
1.72,13,5,0,0,0.4349929
1.74,13,5,0,0,0.4373738
1.76,13,5,0,0,0.455505
1.78,13,5,0,0,0.4366108
1.8,13,5,0,0,0.9036937
1.82,13,5,0,0,0.4631398
1.84,13,5,0,0,0.4603221
1.86,13,5,0,0,0.469823
1.88,13,5,0,0,0.4706745
1.9,13,6,0,0,0.9575214
1.92,13,6,0,0,0.4851513
1.94,12,6,0,0,0.4925784
1.96,12,6,0,0,0.4904938
1.98,12,6,0,0,0.5104175
2,12,6,0,0,0.4896978
2.02,12,6,0,0,1.017143
2.04,12,6,0,0,0.5232873
2.06,12,6,0,0,0.5108876
2.08,12,6,0,0,0.5234727
2.1,12,6,0,0,0.5277377
2.12,12,6,0,0,1.090595
2.14,12,6,0,0,0.518738
2.16,12,6,0,0,0.5392619
2.18,12,6,0,0,0.545669
2.2,12,6,0,0,0.5491492
2.22,12,6,0,0,1.108138
2.24,12,6,0,0,0.5584582
2.26,12,6,0,0,0.5620456
2.28,12,6,0,0,0.5680301
2.3,12,6,0,0,0.5819846
2.32,12,6,0,0,0.5551784
2.34,12,6,0,0,1.172622
2.36,12,6,0,0,0.5587297
2.38,12,6,0,0,0.5829164
2.4,12,7,0,0,0.5856559
2.42,12,7,0,0,0.5909072
2.44,12,7,0,0,1.1813
2.46,12,7,0,0,0.5954834
2.48,12,7,0,0,0.5976524
2.5,12,7,0,0,0.5338694
2.52,12,7,0,0,0.4902965
2.54,12,7,0,0,1.027994
2.56,12,7,0,0,0.4860226
2.58,12,7,0,0,0.4983335
2.6,12,7,0,0,0.4968608
2.62,12,7,0,0,0.4994071
2.64,12,7,0,0,0.5042894
2.66,12,7,0,0,1.089679
2.68,12,7,0,0,0.5214503
2.7,12,7,0,0,0.5272335
2.72,12,7,0,0,0.5386111
2.74,12,7,0,0,0.536669
2.76,11,7,0,0,1.195592
2.78,11,7,0,0,0.6123453
2.8,11,7,0,0,0.6035936
2.82,11,7,0,0,0.6147104
2.84,11,7,0,0,0.6007758
2.86,11,7,0,0,0.6118773
2.88,11,7,0,0,1.268372
2.9,11,7,0,0,0.6369399
2.92,11,7,0,0,0.6058467
2.94,11,8,0,0,0.6254368
2.96,11,8,0,0,0.6304579
2.98,11,8,0,0,1.32115
3,11,8,0,0,0.6157019
3.02,11,8,0,0,0.6419351
3.04,11,8,0,0,0.6361628
3.06,11,8,0,0,0.6437966
3.08,11,8,0,0,1.333237
3.1,11,8,0,0,0.6513793
3.12,11,8,0,0,0.6538903
3.14,11,8,0,0,0.6564057
3.16,11,8,0,0,0.6587427
3.18,11,8,0,0,0.6612007
3.2,11,8,0,0,1.37282
3.22,11,8,0,0,0.6645221
3.24,11,8,0,0,0.6700873
3.26,11,8,0,0,0.672934
3.28,11,8,0,0,0.6919515
3.3,11,8,0,0,1.411502
3.32,11,8,0,0,0.6695858
3.34,11,9,0,0,0.664407
3.36,11,9,0,0,0.6859993
3.38,11,9,0,0,0.6931664
3.4,11,9,0,0,1.417318
3.42,11,9,0,0,0.693995
3.44,10,9,0,0,0.6959106
3.46,10,9,0,0,0.6977446
3.48,10,9,0,0,0.699558
3.5,10,9,0,0,0.7168462
3.52,10,9,0,0,1.433389
3.54,10,9,0,0,0.6512723
3.56,10,9,0,0,0.6516113
3.58,10,9,0,0,0.6630554
3.6,10,9,0,0,0.7184906
3.62,10,9,0,0,1.40921
3.64,10,9,0,0,0.6922607
3.66,10,9,0,0,0.811142
3.68,10,9,0,0,0.7097168
3.7,10,9,0,0,0.7481689
3.72,10,10,0,0,0.6955261
3.74,10,10,0,0,1.480835
3.76,10,10,0,0,0.7157593
3.78,10,10,0,0,0.7227478
3.8,10,10,0,0,0.7296906
3.82,10,10,0,0,0.7373657
3.84,10,10,0,0,1.527847
3.86,10,10,0,0,0.7226868
3.88,10,10,0,0,0.7397156
3.9,10,10,0,0,0.7435455
3.92,10,10,0,0,0.7487488
3.94,10,10,0,0,0.7536163
3.96,10,10,0,0,1.550476
3.98,10,10,0,0,0.7583618
4,10,10,0,0,0.7510834
4.02,10,10,0,0,0.8015137
4.04,10,10,0,0,0.7316895
4.06,10,11,0,0,1.597347
4.08,10,11,0,0,0.7851843
4.1,10,11,0,0,0.7833935
4.12,10,11,0,0,0.7815424
4.14,10,11,0,0,0.7795846
4.16,10,11,0,0,0.7775187
4.18,10,11,0,0,1.575886
4.2,10,11,0,0,0.7951066
4.22,10,11,0,0,0.7442825
4.24,10,11,0,0,0.7631079
4.26,10,11,0,0,0.443676
4.28,10,11,0,0,1.408037
4.3,10,11,0,0,0.701828
4.32,10,11,0,0,0.717514
4.34,10,11,0,0,0.7368011
4.36,10,11,0,0,0.6976166
4.38,10,12,0,0,1.469254
4.4,10,12,0,0,0.7187653
4.42,10,12,0,0,0.7159729
4.44,10,12,0,0,0.6641083
4.46,10,12,0,0,0.6970825
4.48,10,12,0,0,1.422043
4.5,10,12,0,0,0.6799469
4.52,10,12,0,0,0.6773224
4.54,10,12,0,0,0.674408
4.56,10,12,0,0,0.708374
4.58,10,12,0,0,0.63237
4.6,10,12,0,0,1.365921
4.62,10,12,0,0,0.6472015
4.64,10,12,0,0,0.647995
4.66,10,12,0,0,0.6560211
4.68,10,12,0,0,0.6518707
4.7,10,12,0,0,1.294052
4.72,10,12,0,0,0.6234589
4.74,10,12,0,0,0.6223145
4.76,10,12,0,0,0.6476135
4.78,10,13,0,0,0.5913239
4.8,10,13,0,0,0.6141205
4.82,10,13,0,0,1.262695
4.84,10,13,0,0,0.5839844
4.86,10,13,0,0,0.5925903
4.88,10,13,0,0,0.5904541
4.9,10,13,0,0,0.5879211
4.92,10,13,0,0,1.210922
4.94,10,13,0,0,0.5779266
4.96,10,13,0,0,0.558136
4.98,10,13,0,0,0.5541992
5,10,13,0,0,0.5625763
5.02,10,13,0,0,1.158676
5.04,10,13,0,0,0.5491077
5.06,10,13,0,0,0.5595925
5.08,10,13,0,0,0.5686204
5.1,10,13,0,0,0.5668099
5.12,10,13,0,0,0.5642867
5.14,10,13,0,0,1.089899
5.16,10,13,0,0,0.5247266
5.18,10,13,0,0,0.5314572
5.2,10,13,0,0,0.522805
5.22,10,14,0,0,0.526357
5.24,10,14,0,0,1.068068
5.26,10,14,0,0,0.4998693
5.28,10,14,0,0,0.4665894
5.3,10,14,0,0,0.05514526
5.32,10,14,0,0,0.050354
5.34,10,14,0,0,0.1312332
5.36,10,14,0,0,0.04967499
5.38,10,14,0,0,0.05025482
5.4,10,14,0,0,0.04725647
5.42,10,14,0,0,0.04867554
5.44,10,14,0,0,0.04890442
5.46,10,14,0,0,0.1237946
5.48,10,14,0,0,0.04329681
5.5,10,14,0,0,0.04433441
5.52,10,14,0,0,0.04364014
5.54,10,14,0,0,0.04289246
5.56,10,14,0,0,0.1155472
5.58,10,14,0,0,0.04082489
5.6,10,14,0,0,0.04125214
5.62,10,14,0,0,0.03673553
5.64,10,14,0,0,0.03788757
5.66,10,14,0,0,0.1072769
5.68,10,14,0,0,0.03342438
5.7,10,14,0,0,0.03430176
5.72,10,14,0,0,0.03341675
5.74,10,14,0,0,0.03235626
5.76,10,14,0,0,0.03144073
5.78,10,14,0,0,0.09231567
5.8,10,14,0,0,0.03082275
5.82,10,14,0,0,0.02611542
5.84,10,14,0,0,0.02735901
5.86,10,14,0,0,0.02350616
5.88,10,14,0,0,0.08000183
5.9,10,14,0,0,0.02224731
5.92,10,14,0,0,0.02146149
5.94,10,14,0,0,0.01978302
5.96,10,14,0,0,0.02061462
5.98,10,14,0,0,0.06532288
6,10,14,0,0,0.01618195
6.02,10,14,0,0,0.01499176
6.04,10,14,0,0,0.01235199
6.06,10,14,0,0,0.01242828
6.08,10,14,0,0,0.01117706
6.1,10,14,0,0,0.05244446
6.12,10,14,0,0,0.006774902
6.14,10,14,0,0,0.006889343
6.16,10,14,0,0,0.003890991
6.18,10,14,0,0,0.00479126
6.2,10,14,0,0,0.0361557
6.22,10,14,0,0,0.0005264282
6.24,10,14,0,0,0.0006790161
6.26,10,14,0,0,0.001594543
6.28,10,14,0,0,0.003349304
6.3,10,14,0,0,0.02251434
6.32,10,14,0,0,0.006660461
6.34,10,14,0,0,0.007865906
6.36,10,14,0,0,0.008918762
6.38,10,14,0,0,0.01039886
6.4,10,14,0,0,0.01109314
6.42,10,14,0,0,0.005569458
6.44,10,14,0,0,0.01512146
6.46,10,14,0,0,0.01628113
6.48,10,14,0,0,0.01651001
6.5,10,14,0,0,0.0194397
6.52,10,14,0,0,0.008415222
6.54,10,14,0,0,0.02205658
6.56,10,14,0,0,0.02319336
6.58,10,14,0,0,0.02439117
6.6,10,14,0,0,0.02550507
6.62,10,14,0,0,0.02220154
6.64,10,14,0,0,0.02886963
6.66,10,14,0,0,0.02986145
6.68,10,14,0,0,0.03121948
6.7,10,14,0,0,0.03218079
6.72,10,14,0,0,0.03325653
6.74,10,14,0,0,0.03762054
6.76,10,14,0,0,0.0362854
6.78,10,14,0,0,0.03742981
6.8,10,14,0,0,0.03845215
6.82,10,14,0,0,0.0395813
6.84,10,14,0,0,0.04963684
6.86,10,14,0,0,0.04224396
6.88,10,14,0,0,0.04329681
6.9,10,14,0,0,0.04421997
6.92,10,14,0,0,0.04512787
6.94,10,14,0,0,0.06073761
6.96,10,14,0,0,0.04789734
6.98,10,14,0,0,0.04866791
7,10,14,0,0,0.04911041
7.02,10,14,0,0,0.0501709
7.04,10,14,0,0,0.05092621
7.06,10,14,0,0,0.07235718
7.08,10,14,0,0,0.05267334
7.1,10,14,0,0,0.0537796
7.12,10,14,0,0,0.05458069
7.14,10,14,0,0,0.05506134
7.16,10,14,0,0,0.07965088
7.18,10,14,0,0,0.05680084
7.2,10,14,0,0,0.05731201
7.22,10,14,0,0,0.05782318
7.24,10,14,0,0,0.05831146
7.26,10,14,0,0,0.05873108
7.28,10,14,0,0,0.08657837
7.3,10,14,0,0,0.05989075
7.32,10,14,0,0,0.06027335
7.34,10,14,0,0,0.06090539
7.36,10,14,0,0,0.06220884
7.38,10,14,0,0,0.0902983
7.4,10,14,0,0,0.06552716
7.42,10,14,0,0,0.06762695
7.44,10,14,0,0,0.06961688
7.46,10,14,0,0,0.07175805
7.48,10,14,0,0,0.108358
7.5,10,14,0,0,0.07860638
7.52,10,14,0,0,0.08175527
7.54,10,14,0,0,0.08491868
7.56,10,14,0,0,0.08705677
7.58,10,14,0,0,0.09114148
7.6,10,14,0,0,0.1468943
7.62,10,14,0,0,0.09971156
7.64,10,14,0,0,0.1049896
7.66,10,14,0,0,0.104667
7.68,10,14,0,0,0.1115488
7.7,10,14,0,0,0.1877044
7.72,10,14,0,0,0.1204407
7.74,10,14,0,0,0.1240471
7.76,10,14,0,0,0.128041
7.78,10,14,0,0,0.1338858
7.8,10,14,0,0,0.2318585
7.82,10,14,0,0,0.1425417
7.84,11,14,0,0,0.1471708
7.86,11,14,0,0,0.149275
7.88,11,13,0,0,0.1561082
7.9,11,13,0,0,0.1556518
7.92,11,13,0,0,0.2899674
7.94,11,13,0,0,0.172821
7.96,11,13,0,0,0.1698365
7.98,11,13,0,0,0.1774668
8,11,13,0,0,0.1809513
8.02,11,13,0,0,0.3381491
8.04,11,13,0,0,0.1930362
8.059999,11,13,0,0,0.1970875
8.08,11,13,0,0,0.2061583
8.099999,11,13,0,0,0.1996944
8.12,11,13,0,0,0.3869473
