sep=,
Time,x-Position,y-Position,Checkpoint,Collisionx,Collisiony
21.28,471,480,,0,0
21.3,473,482,,0,0
21.32,475,484,,0,0
21.34,478,487,,0,0
21.36,480,489,,0,0
21.38,486,493,,0,0
21.4,488,495,,0,0
21.42,490,497,,0,0
21.44,493,499,,0,0
21.46,495,501,,0,0
21.48,497,502,,0,0
21.5,503,506,,0,0
21.52,505,508,,0,0
21.54,508,510,,0,0
21.56,510,512,,0,0
21.58,513,514,,0,0
21.6,518,517,,0,0
