sep=,
Time,x-Position,y-Position,SplitTimes,Collision
3.92,403,647,,
3.94,397,648,,
3.96,384,651,,
3.98,377,653,,
4,370,654,,
4.02,363,655,,
4.04,356,657,,
4.06,349,658,,
4.08,336,661,,
4.1,329,662,,
4.12,323,663,,
4.14,316,664,,
4.16,309,665,,
4.18,296,668,,
4.2,289,669,,
4.22,283,670,,
4.24,276,671,,
4.26,269,672,,
4.28,257,674,,
4.3,250,675,,
4.32,243,676,,
4.34,236,677,,
4.36,230,678,,
4.38,223,678,,
4.4,211,680,,
4.42,205,681,,
4.44,198,682,,
4.46,192,682,,
4.48,186,683,,
4.5,174,685,,
4.52,167,685,,
4.54,161,686,,
4.56,155,686,,
4.58,149,687,,
4.6,137,688,,
4.62,131,688,,
4.64,126,689,,
4.66,119,689,,
4.68,113,690,,
4.7,108,690,,
4.72,97,691,,
4.74,91,691,,
4.76,86,692,,
4.78,86,692,,
4.8,86,692,,
4.82,86,693,,
4.84,86,693,,
4.86,86,693,,
4.88,86,693,,
4.9,86,693,,
4.92,86,693,,
4.94,86,694,,
4.96,86,694,,
4.98,86,694,,
5,86,694,,
5.02,86,694,,
5.04,86,694,,
5.06,86,694,,
5.08,86,694,,
5.1,86,694,,
5.12,86,694,,
5.14,86,694,,
5.16,86,694,,
5.18,86,694,,
5.2,86,693,,
5.22,86,693,,
5.24,86,693,,
5.26,86,693,,
5.28,86,692,,
5.3,86,692,,
5.32,86,692,,
5.34,86,691,,
5.36,86,691,,
5.38,86,690,,
5.4,86,690,,
5.42,86,689,,
5.44,86,689,,
5.46,86,688,,
5.48,86,688,,
5.5,86,687,,
5.52,86,686,,
5.54,86,686,,
5.56,86,685,,
5.58,86,684,,
5.6,86,684,,
5.62,86,683,,
5.64,86,682,,
5.66,86,681,,
5.68,86,680,,
5.7,86,679,,
5.72,86,679,,
5.74,86,678,,
5.76,86,677,,
5.78,86,676,,
5.8,86,675,,
5.82,86,674,,
5.84,86,673,,
5.86,86,672,,
5.88,86,671,,
5.9,86,669,,
5.92,86,668,,
5.94,86,667,,
5.96,86,666,,
5.98,86,665,,
6,86,663,,
6.02,86,662,,
6.04,86,661,,
6.06,86,660,,
6.08,86,658,,
6.1,86,656,,
6.12,86,655,,
6.14,86,654,,
6.16,86,653,,
6.18,86,651,,
6.2,86,650,,
6.22,86,648,,
6.24,86,647,,
6.26,86,645,,
6.28,86,644,,
6.3,86,642,,
6.32,86,640,,
6.34,86,639,,
6.36,86,637,,
6.38,86,636,,
6.4,86,634,,
6.42,86,632,,
6.44,86,630,,
6.46,86,629,,
6.48,86,627,,
6.5,86,626,,
6.52,86,624,,
6.54,87,622,,
6.56,87,620,,
6.58,87,619,,
6.6,88,617,,
6.62,88,616,,
6.64,90,613,,
6.66,90,612,,
6.68,91,610,,
6.7,92,608,,
6.72,92,607,,
6.74,95,604,,
6.76,96,603,,
6.78,97,601,,
6.8,98,601,Box001,
6.82,100,601,,
6.84,102,601,,
6.86,106,600,,
6.88,108,600,,
6.9,110,601,,
6.92,113,601,,
6.94,115,601,,
6.96,120,600,,
6.98,123,601,,
7,125,601,,
7.02,128,601,,
7.04,130,601,,
7.06,136,600,,
7.08,138,601,,
7.1,141,601,,
7.12,144,601,,
7.14,147,601,,
7.16,149,601,,
7.18,156,600,,
7.2,159,601,,
7.22,162,601,,
7.24,165,601,,
7.26,168,601,,
7.28,175,600,,
7.3,178,601,,
7.32,182,601,,
7.34,185,601,,
7.36,189,601,,
7.38,197,600,,
7.4,200,600,,
7.42,204,600,,
7.44,208,601,,
7.46,212,600,,
7.48,215,601,,
7.5,224,600,,
7.52,228,600,,
7.54,232,600,,
7.56,236,600,,
7.58,241,600,,
7.6,250,599,,
7.62,256,599,,
7.64,261,598,,
7.66,266,598,,
7.68,271,597,,
7.7,275,596,,
7.72,286,594,,
7.74,290,593,,
7.76,295,593,,
7.78,300,592,,
7.8,304,591,,
7.82,314,589,,
7.84,319,588,,
7.86,323,587,,
7.88,327,586,,
7.9,332,585,,
7.92,340,583,,
7.94,345,582,,
7.96,349,581,,
7.98,353,580,,
8,357,578,,
8.02,361,577,,
8.04,369,575,,
8.059999,372,574,,
8.08,376,573,,
8.099999,380,572,,
8.12,383,570,,
8.139999,390,568,,
8.16,394,567,,
8.179999,397,565,,
8.2,400,564,,
8.22,403,563,,
8.24,409,560,,
8.26,412,559,,
8.28,415,558,,
8.3,418,557,,
8.32,421,556,,
8.34,423,555,,
8.36,429,552,,
8.38,431,551,,
8.4,433,549,,
8.42,436,548,,
8.44,438,547,,
8.46,442,544,,
8.48,444,543,,
8.5,446,542,,
8.52,448,541,,
8.54,450,540,,
8.559999,453,537,Cube,
8.58,456,537,Cube,
8.599999,458,537,,
8.62,461,537,,
8.639999,463,537,,
8.66,465,537,,
8.679999,469,535,,
8.7,472,536,,
8.72,475,536,,
8.74,477,536,,
8.76,479,536,,
8.78,482,535,,
8.8,484,535,,
8.82,485,535,,
8.84,486,535,,
8.86,488,535,,
8.88,489,535,,
8.9,490,535,,
8.92,491,535,,
8.94,492,535,,
8.96,493,535,,
8.98,493,535,,
9,494,535,,
9.02,494,535,,
9.04,494,535,,
9.059999,494,535,,
9.08,494,535,,
9.099999,493,535,,
9.12,493,535,,
9.139999,492,535,,
9.16,491,536,,
9.179999,490,535,,
9.2,489,536,,
9.22,488,535,,
9.24,486,535,,
9.26,485,536,,
9.28,483,536,,
9.3,482,536,,
9.32,479,535,,
9.34,477,535,,
9.36,476,536,,
9.38,474,536,,
9.4,472,536,,
9.42,468,535,,
9.44,466,535,,
9.46,464,536,,
9.48,462,536,,
9.5,459,536,,
9.52,455,535,,
9.54,452,535,,
9.559999,450,536,,
9.58,447,536,,
9.599999,444,536,,
9.62,442,536,,
9.639999,436,535,,
9.66,433,535,,
9.679999,431,536,Box001,
9.7,427,536,,
9.719999,424,536,,
9.74,418,535,,
9.76,414,536,,
9.78,411,536,,
9.8,407,536,,
9.82,404,536,,
9.84,395,535,,
9.86,390,536,,
9.88,385,536,,
9.9,381,536,,
9.92,377,536,,
9.94,373,536,,
9.96,365,535,,
9.98,360,536,,
10,356,536,,
10.02,352,536,,
10.04,347,536,,
10.06,338,535,,
10.08,333,536,,
10.1,328,536,,
10.12,324,536,,
10.14,318,536,,
10.16,309,535,,
10.18,303,536,,
10.2,298,536,,
10.22,293,536,,
10.24,287,536,,
10.26,282,536,,
10.28,271,535,,
10.3,265,536,,
10.32,260,536,,
10.34,254,536,,
10.36,248,536,,
10.38,237,535,,
10.4,230,534,,
10.42,224,533,,
10.44,219,533,,
10.46,213,532,,
10.48,202,530,,
10.5,197,529,,
10.52,192,529,,
10.54,186,528,,
10.56,181,527,,
10.58,176,526,,
10.6,166,524,,
10.62,161,523,,
10.64,156,522,,
10.66,151,521,,
10.68,146,520,,
10.7,137,518,,
10.72,133,518,Box001,
10.74,132,518,,
10.76,131,518,,
10.78,131,518,,
10.8,131,518,,
10.82,130,518,,
10.84,131,518,,
10.86,131,518,,
10.88,131,518,,
10.9,131,518,,
10.92,131,517,,
10.94,132,517,,
10.96,133,517,,
10.98,134,517,,
11,134,517,,
11.02,134,516,,
11.04,136,516,,
11.06,137,516,,
11.08,139,515,,
11.1,139,515,,
11.12,141,515,,
11.14,141,514,,
11.16,143,513,,
11.18,145,513,,
11.2,146,513,,
11.22,147,512,,
11.24,149,511,,
11.26,151,511,,
11.28,153,510,,
11.3,154,510,,
11.32,156,509,,
11.34,158,508,,
11.36,161,507,,
11.38,163,507,,
11.4,165,506,,
11.42,167,505,,
11.44,168,505,,
11.46,171,503,,
11.48,174,502,,
11.5,177,502,,
11.52,179,501,,
11.54,181,500,,
11.56,184,498,,
11.58,187,497,,
11.6,190,497,,
11.62,193,496,,
11.64,195,495,,
11.66,198,492,,
11.68,202,492,,
11.7,205,491,,
11.72,208,490,,
11.74,211,489,,
11.76,214,488,,
11.78,217,485,,
11.8,222,484,,
11.82,225,484,,
11.84,228,482,,
11.86,232,481,,
11.88,235,478,,
11.9,241,478,,
11.92,244,477,,
11.94,248,475,Cube,
11.96,251,474,Cube,
11.98,256,471,,
12,261,470,,
12.02,264,469,,
12.04,268,467,,
12.06,273,465,,
12.08,274,463,,
12.1,275,459,,
12.12,276,457,,
12.14,277,455,,
12.16,278,453,,
12.18,279,451,,
12.2,280,446,,
12.22,281,444,,
12.24,282,442,,
12.26,283,439,,
12.28,284,437,,
12.3,285,432,,
12.32,286,429,,
12.34,286,427,,
12.36,287,425,,
12.38,288,422,,
12.4,289,420,,
12.42,290,414,,
12.44,290,412,,
12.46,291,409,,
12.48,292,407,,
12.5,292,404,,
12.52,293,398,,
12.54,294,396,,
12.56,295,393,,
12.58,295,390,,
12.6,296,387,,
12.62,296,384,,
12.64,297,378,,
12.66,297,376,,
12.68,298,373,,
12.7,298,370,,
12.72,299,367,,
12.74,299,360,,
12.76,300,357,,
12.78,300,354,,
12.8,300,351,,
12.82,301,348,,
12.84,301,341,,
12.86,301,338,,
12.88,301,335,,
12.9,302,332,,
12.92,302,328,,
12.94,302,321,,
12.96,302,318,,
12.98,302,315,,
13,302,311,,
13.02,302,308,,
13.04,302,304,,
13.06,301,297,,
13.08,301,293,,
13.1,301,290,,
13.12,301,286,,
13.14,301,283,,
13.16,300,275,,
13.18,300,272,,
13.2,299,268,,
13.22,299,264,,
13.24,299,260,,
13.26,298,257,,
13.28,297,249,,
13.3,296,245,,
13.32,295,241,,
13.34,295,237,,
13.36,294,233,,
13.38,292,225,,
13.4,291,221,,
13.42,290,217,,
13.44,289,213,,
13.46,288,209,,
13.48,286,201,,
13.5,284,197,,
13.52,283,193,,
13.54,282,189,,
13.56,280,185,,
13.58,279,181,,
13.6,275,172,,
13.62,273,168,,
13.64,272,164,,
13.66,270,160,,
13.68,266,160,Box001,
13.7,260,160,,
13.72,257,160,,
13.74,254,160,,
13.76,251,160,,
13.78,244,159,,
13.8,237,153,,
13.82,231,148,,
13.84,228,144,,
13.86,225,140,,
13.88,222,135,,
13.9,219,131,,
13.92,214,123,,
13.94,211,118,,
13.96,208,114,,
13.98,206,110,,
14,203,106,,
14.02,199,97,,
14.04,197,92,,
14.06,195,88,,
14.08,192,84,,
14.1,190,80,,
14.12,187,71,,
14.14,185,67,,
14.16,183,63,,
14.18,181,59,,
14.2,179,55,,
14.22,177,51,,
14.24,174,42,,
14.26,173,38,,
14.28,171,34,,
14.3,169,30,,
14.32,168,26,,
14.34,165,18,,
14.36,164,14,,
14.38,162,11,,
14.4,161,7,,
14.42,160,3,,
14.44,157,-5,,
14.46,156,-9,,
14.48,155,-12,,
14.5,154,-16,,
14.52,153,-20,,
14.54,152,-23,,
14.56,150,-31,,
14.58,149,-34,,
14.6,148,-38,,
14.62,147,-41,,
14.64,146,-45,,
14.66,144,-52,,
14.68,143,-55,,
14.7,143,-59,,
14.72,142,-62,,
14.74,141,-65,,
14.76,140,-72,,
14.78,139,-76,,
14.8,138,-79,,
14.82,138,-82,,
14.84,137,-85,,
14.86,137,-88,,
14.88,136,-95,,
14.9,135,-98,,
14.92,135,-101,,
14.94,134,-104,,
14.96,134,-107,,
14.98,133,-113,,
15,133,-116,,
15.02,132,-119,,
15.04,132,-122,,
15.06,131,-125,,
15.08,131,-131,,
15.1,131,-134,,
15.12,131,-136,,
15.14,130,-139,,
15.16,130,-142,,
15.18,130,-144,,
15.2,130,-150,,
15.22,130,-153,,
15.24,129,-155,,
15.26,129,-158,,
15.28,129,-160,,
15.3,129,-165,,
15.32,129,-168,,
15.34,129,-170,,
15.36,129,-173,,
15.38,129,-175,,
15.4,130,-180,,
15.42,130,-182,,
15.44,130,-185,,
15.46,130,-187,,
15.48,130,-189,,
15.5,130,-191,,
15.52,130,-196,,
15.54,131,-198,,
15.56,131,-200,,
15.58,131,-202,,
15.6,131,-204,,
15.62,132,-208,,
15.64,132,-210,,
15.66,132,-212,,
15.68,133,-214,,
15.7,133,-216,,
15.72,133,-218,,
15.74,134,-222,,
15.76,134,-223,,
15.78,135,-225,,
15.8,135,-227,,
15.82,135,-229,,
15.84,137,-232,,
15.86,137,-234,,
15.88,137,-235,,
15.9,138,-237,,
15.92,138,-239,,
15.94,140,-242,,
15.96,140,-243,,
15.98,141,-245,,
16,141,-246,,
16.02,142,-247,,
16.04,142,-249,,
16.06,144,-252,,
16.08,144,-253,,
16.1,145,-254,,
16.12,145,-255,,
16.14,146,-257,,
16.16,148,-257,,
16.18,148,-257,,
16.2,149,-257,,
16.22,149,-257,,
16.24,150,-257,,
16.26,152,-257,,
16.28,153,-257,,
16.3,153,-257,,
16.32,154,-257,,
16.34,155,-257,,
16.36,155,-257,,
16.38,157,-257,,
16.4,158,-257,,
16.42,159,-257,,
16.44,160,-257,,
16.46,161,-257,,
16.48,163,-257,,
16.5,163,-257,,
16.52,164,-257,,
16.54,165,-257,,
16.56,166,-257,,
16.58,168,-257,,
16.6,169,-257,,
16.62,170,-257,,
16.64,171,-257,,
16.66,172,-257,,
16.68,173,-257,,
16.7,175,-257,,
16.72,176,-257,,
16.74,177,-257,,
16.76,178,-257,,
16.78,179,-257,,
16.8,181,-257,,
16.82,182,-257,,
16.84,183,-257,,
16.86,184,-257,,
16.88,186,-257,,
16.9,188,-257,,
16.92,189,-257,,
16.94,190,-257,,
16.96,191,-257,,
16.98,192,-256,,
17,194,-256,,
17.02,196,-256,,
17.04,197,-256,,
17.06,198,-256,,
17.08,200,-255,,
17.1,201,-255,,
17.12,204,-255,,
17.14,205,-254,,
17.16,206,-254,,
17.18,207,-254,,
17.2,208,-253,,
17.22,211,-252,,
17.24,212,-252,,
17.26,214,-251,,
17.28,215,-251,,
17.3,216,-250,,
17.32,217,-249,,
17.34,220,-248,,
17.36,222,-247,,
17.38,223,-247,,
17.4,224,-246,,
17.42,225,-245,,
17.44,228,-244,,
17.46,230,-243,,
17.48,231,-242,,
17.5,232,-241,,
17.52,234,-240,,
17.54,237,-238,,
17.56,238,-237,,
17.58,240,-236,,
17.6,241,-235,,
17.62,242,-234,,
17.64,244,-233,,
17.66,247,-231,,
17.68,248,-229,,
17.7,250,-228,,
17.72,251,-227,,
17.74,253,-226,,
17.76,256,-223,,
17.78,257,-222,,
17.8,259,-220,,
17.82,260,-219,,
17.84,261,-217,,
17.86,263,-216,,
17.88,266,-213,,
17.9,268,-212,,
17.92,269,-210,,
17.94,271,-208,,
17.96,272,-207,,
17.98,275,-203,,
18,277,-202,,
18.02,278,-200,,
18.04,280,-198,,
18.06,281,-196,,
18.08,285,-193,,
18.1,286,-191,,
18.12,288,-189,,
18.14,289,-187,,
18.16,291,-185,,
18.18,292,-183,,
18.2,296,-179,,
18.22,297,-177,,
18.24,298,-175,,
18.26,300,-173,,
18.28,302,-171,,
18.3,305,-167,,
18.32,307,-164,,
18.34,308,-162,,
18.36,309,-160,,
18.38,311,-158,,
18.4,314,-153,,
18.42,316,-151,,
18.44,318,-148,,
18.46,319,-146,,
18.48,321,-143,,
18.5,322,-141,,
18.52,326,-136,,
18.54,327,-133,,
18.56,329,-131,,
18.58,330,-128,,
18.6,332,-126,,
18.62,335,-120,,
18.64,337,-118,,
18.66,338,-115,,
18.68,340,-112,,
18.7,341,-109,,
18.72,343,-107,,
18.74,346,-101,,
18.76,348,-98,,
18.78,349,-95,,
18.8,351,-92,,
18.82,352,-89,,
18.84,355,-83,,
18.86,357,-80,,
18.88,358,-77,,
18.9,360,-74,,
18.92,361,-71,,
18.94,365,-65,,
18.96,366,-61,,
18.98,367,-58,,
19,369,-55,,
19.02,370,-51,,
19.04,374,-45,,
19.06,375,-41,,
19.08,376,-38,,
19.1,378,-35,,
19.12,379,-31,,
19.14,381,-28,,
19.16,384,-21,,
19.18,385,-17,,
19.2,386,-14,,
19.22,388,-10,,
19.24,389,-6,,
19.26,392,1,,
19.28,393,5,,
19.3,395,8,,
19.32,396,12,,
19.34,397,16,,
19.36,398,20,,
19.38,401,28,,
19.4,402,31,,
19.42,404,35,,
19.44,405,39,,
19.46,406,44,,
19.48,408,51,,
19.5,409,55,,
19.52,410,59,,
19.54,411,64,,
19.56,412,68,,
19.58,414,76,,
19.6,415,80,,
19.62,416,84,,
19.64,417,88,,
19.66,417,90,Box001,
19.68,418,90,,
19.7,419,90,,
19.72,420,90,,
19.74,420,90,,
19.76,421,90,,
19.78,421,90,,
19.8,422,90,,
19.82,422,90,,
19.84,422,90,,
19.86,422,90,,
19.88,422,90,,
19.9,421,90,,
19.92,421,90,,
19.94,421,90,,
19.96,420,90,,
19.98,420,90,,
20,419,90,,
20.02,417,90,,
20.04,416,90,,
20.06,415,90,,
20.08,414,90,,
20.1,413,90,,
20.12,410,90,,
20.14,407,91,,
20.16,401,97,,
20.18,397,101,,
20.2,396,104,,
20.22,393,112,,
20.24,392,116,,
20.26,391,120,,
20.28,389,123,,
20.3,388,127,,
20.32,387,135,,
20.34,389,137,Box001,
20.36,394,140,,
20.38,395,142,,
20.4,398,144,,
20.42,405,146,,
20.44,416,150,,
20.46,422,153,Box001,
20.48,427,155,,
20.5,433,157,,
20.52,440,160,,
20.54,452,164,,
20.56,457,166,,
20.58,463,168,,
20.6,468,170,,
20.62,474,172,,
20.64,479,174,,
20.66,490,178,,
20.68,495,180,,
20.7,501,182,,
20.72,506,184,,
20.74,511,186,,
20.76,522,190,,
20.78,528,192,,
20.8,533,194,,
20.82,538,196,,
20.84,544,198,,
20.86,553,202,,
20.88,559,204,,
20.9,564,206,,
20.92,570,208,,
20.94,575,210,,
20.96,580,212,,
20.98,586,213,Cube,
21,586,213,,
21.02,585,213,,
21.04,586,213,,
21.06,586,213,,
21.08,586,213,,
21.1,586,213,,
21.12,586,213,,
21.14,586,213,,
21.16,586,213,,
21.18,586,213,,
21.2,583,213,,
21.22,586,213,,
21.24,583,213,,
21.26,586,213,,
21.28,587,212,,
21.3,586,213,,
21.32,586,213,,
21.34,586,213,,
21.36,587,213,,
21.38,585,213,,
21.4,586,213,,
21.42,587,212,,
21.44,587,212,,
21.46,586,212,,
21.48,586,213,,
21.5,586,213,,
21.52,586,213,,
21.54,585,212,,
21.56,587,213,,
21.58,587,212,,
21.6,586,212,,
21.62,586,213,,
21.64,587,213,,
21.66,586,212,,
21.68,586,212,,
21.7,586,212,,
21.72,586,213,,
21.74,587,213,,
21.76,586,212,,
21.78,586,212,,
21.8,585,212,,
21.82,586,213,,
21.84,587,212,,
21.86,587,212,,
21.88,586,211,,
21.9,586,211,,
21.92,586,211,,
21.94,587,212,,
21.96,587,212,,
21.98,587,211,,
22,587,211,,
22.02,586,211,,
22.04,588,212,,
22.06,587,211,,
22.08,587,211,,
22.1,586,211,,
22.12,586,211,,
22.14,588,212,,
22.16,587,211,,
22.18,586,211,,
22.2,586,211,,
22.22,586,211,,
22.24,586,211,,
22.26,589,212,,
22.28,587,211,,
22.3,587,211,,
22.32,587,210,,
22.34,587,210,,
22.36,591,211,,
22.38,589,210,Cube,
22.4,589,210,Cube,
22.42,590,209,Cube,
22.44,590,209,Cube,
22.46,594,210,,
22.48,592,209,Cube,
22.5,593,208,,
22.52,594,208,,
22.54,594,207,,
22.56,595,207,,
22.58,599,207,,
22.6,598,206,,
22.62,599,205,,
22.64,600,205,,
22.66,601,205,,
22.68,606,205,,
22.7,605,203,,
22.72,606,203,,
22.74,608,202,,
22.76,609,202,,
22.78,610,201,,
22.8,615,201,,
22.82,615,199,,
22.84,617,199,,
22.86,618,198,,
22.88,620,197,,
22.9,625,197,,
22.92,625,195,,
22.94,627,195,,
22.96,629,194,,
22.98,631,193,,
23,637,192,,
23.02,637,191,,
23.04,639,190,,
23.06,641,189,,
23.08,644,188,,
23.1,646,187,,
23.12,652,186,,
23.14,653,185,,
23.16,655,184,,
23.18,658,183,,
23.2,660,182,,
23.22,667,180,,
23.24,668,179,,
23.26,671,178,,
23.28,673,177,,
23.3,676,175,,
23.32,683,174,,
23.34,685,172,,
23.36,688,171,,
23.38,691,170,,
23.4,693,169,,
23.42,696,168,,
23.44,703,166,,
23.46,706,164,,
23.48,709,163,,
23.5,711,161,,
23.52,714,160,,
23.54,721,158,,
23.56,724,156,,
23.58,727,155,,
23.6,730,154,,
23.62,733,152,,
23.64,740,150,,
23.66,742,148,Box001,
23.68,745,147,,
23.7,748,145,,
23.72,751,144,,
23.74,754,143,,
23.76,761,140,,
23.78,764,138,,
23.8,768,137,,
23.82,771,135,,
23.84,774,134,,
23.86,781,131,,
23.88,784,129,,
23.9,787,127,,
23.92,790,126,,
23.94,794,124,,
23.96,800,121,,
23.98,803,119,,
24,806,117,,
24.02,809,115,,
24.04,812,113,,
24.06,815,111,,
24.08,822,108,,
24.1,825,106,,
24.12,827,104,,
24.14,830,102,,
24.16,833,100,,
24.18,839,96,,
24.2,842,94,,
24.22,844,91,,
24.24,847,89,,
24.26,850,87,,
24.28,855,83,,
24.3,858,81,,
24.32,861,78,,
24.34,863,76,,
24.36,865,74,,
24.38,868,71,,
24.4,873,67,,
24.42,875,64,,
24.44,877,62,,
24.46,879,59,,
24.48,881,57,,
24.5,886,52,,
24.52,888,50,,
24.54,890,47,,
24.56,892,45,,
24.58,894,42,,
24.6,897,37,,
24.62,899,34,,
24.64,901,32,Cube,
24.66,899,30,,
24.68,896,28,,
24.7,895,26,,
24.72,897,21,,
24.74,896,19,,
24.76,896,16,,
24.78,896,14,,
24.8,896,11,,
24.82,898,6,,
24.84,897,4,,
24.86,897,1,,
24.88,897,-1,,
24.9,897,-4,,
24.92,897,-7,,
24.94,898,-12,,
24.96,898,-14,,
24.98,898,-17,,
25,897,-19,,
25.02,897,-22,,
25.04,897,-27,Cube,
25.06,897,-29,,
25.08,896,-32,,
25.1,895,-34,,
25.12,895,-36,,
25.14,894,-41,,
25.16,893,-44,,
25.18,892,-46,,
25.2,891,-48,,
25.22,890,-51,,
25.24,889,-55,,
25.26,888,-57,,
25.28,887,-60,,
25.3,886,-62,,
25.32,885,-64,,
25.34,884,-66,,
25.36,882,-70,,
25.38,881,-72,,
25.4,879,-74,,
25.42,878,-76,,
25.44,877,-78,,
25.46,875,-82,,
25.48,873,-84,,
25.5,872,-86,,
25.52,870,-88,,
25.54,869,-90,,
25.56,867,-93,,
25.58,865,-95,,
25.6,864,-97,,
25.62,862,-98,,
25.64,861,-100,,
25.66,859,-102,,
25.68,857,-105,,
25.7,855,-107,,
25.72,854,-108,,
25.74,852,-110,,
25.76,851,-111,,
25.78,848,-114,,
25.8,847,-115,,
25.82,845,-117,,
25.84,843,-118,,
25.86,842,-120,,
25.88,840,-121,,
25.9,838,-123,,
25.92,836,-125,,
25.94,834,-126,,
25.96,833,-127,,
25.98,831,-128,,
26,829,-130,,
26.02,827,-131,,
26.04,825,-132,,
26.06,824,-133,,
26.08,822,-134,,
26.1,819,-136,,
26.12,818,-137,,
26.14,816,-138,,
26.16,814,-139,,
26.18,813,-140,,
26.2,811,-141,,
26.22,809,-142,,
26.24,807,-143,,
26.26,805,-144,,
26.28,804,-144,,
26.3,802,-145,,
26.32,800,-146,,
26.34,798,-147,,
26.36,796,-147,,
26.38,795,-148,,
26.4,793,-148,,
26.42,791,-149,,
26.44,789,-149,,
26.46,788,-150,,
26.48,786,-150,,
26.5,785,-150,,
26.52,783,-151,,
26.54,781,-151,,
26.56,779,-151,,
26.58,778,-152,,
26.6,776,-152,,
26.62,775,-152,,
26.64,773,-152,,
26.66,771,-152,,
26.68,770,-152,,
26.7,768,-152,,
26.72,767,-152,,
26.74,765,-152,,
26.76,763,-152,,
26.78,762,-152,,
26.8,761,-152,,
26.82,759,-152,,
26.84,758,-151,,
26.86,756,-151,,
26.88,755,-151,,
26.9,753,-150,,
26.92,752,-150,,
26.94,751,-150,,
26.96,749,-149,,
26.98,748,-148,,
27,747,-148,,
27.02,746,-147,,
