sep=,
Time,x-Position,y-Position,Collision,Checkpoint
0,920,358,,
0.02,920,358,,
0.04,919,358,,
0.06,919,358,,
0.08,919,358,,
0.09999999,919,358,,
0.12,919,358,,
0.14,919,358,,
0.16,919,359,,
0.18,919,359,,
0.2,919,359,,
0.22,919,360,,
0.24,919,360,,
0.26,919,361,,
0.28,919,361,,
0.3,918,362,,
0.32,918,363,,
0.34,918,363,,
0.36,918,364,,
0.38,917,364,,
0.4,917,365,,
0.42,917,366,,
0.44,917,367,,
0.46,916,368,,
0.48,916,368,,
0.5,916,369,,
0.52,916,370,,
0.54,915,372,,
0.56,915,372,,
0.58,914,373,,
0.6,914,374,,
0.62,914,375,,
0.64,913,377,,
0.66,913,378,,
0.68,912,379,,
0.7,912,380,,
0.72,912,382,,
0.74,911,383,,
0.76,910,385,,
0.78,910,386,,
0.8,910,388,,
0.82,909,389,,
0.84,909,390,,
0.86,908,393,,
0.88,907,394,,
0.9,907,396,,
0.92,906,397,,
0.94,906,398,,
0.96,905,401,,
0.98,904,403,,
1,904,404,,
1.02,903,406,,
1.04,903,408,,
1.06,902,409,,
1.08,901,413,,
1.1,901,414,,
1.12,900,416,,
1.14,899,418,,
1.16,899,420,,
1.18,898,423,,
1.2,897,425,,
1.22,896,427,,
1.24,896,429,,
1.26,895,431,,
1.28,894,435,,
1.3,893,437,,
1.32,892,439,,
1.34,892,441,,
1.36,891,443,,
1.38,890,446,,
1.4,889,450,,
1.42,888,452,,
1.44,887,454,,
1.46,886,457,,
1.48,886,459,,
1.5,884,464,,
1.52,883,466,,
1.54,882,468,,
1.56,882,471,,
1.58,881,473,,
1.6,879,478,,
1.62,878,481,,
1.64,877,483,,
1.66,877,486,,
1.68,876,489,,
1.7,875,491,,
1.72,873,497,,
1.74,872,499,,
1.76,871,502,,
1.78,870,505,,
1.8,869,508,,
1.82,867,513,,
1.84,866,516,,
1.86,865,519,,
1.88,864,522,,
1.9,863,525,,
1.92,862,528,,
1.94,860,534,,
1.96,859,537,,
1.98,858,540,,
2,857,543,,
2.02,856,546,,
2.04,854,553,,
2.06,853,556,,
2.08,852,559,,
2.1,851,563,,
2.12,850,566,,
2.14,847,573,,
2.16,846,576,,
2.18,845,579,,
2.2,844,583,,
2.22,843,586,,
2.24,844,591,Wall_688_652,
2.26,844,598,,
2.28,844,601,,
2.3,843,605,,
2.32,842,608,,
2.34,841,612,,
2.36,838,619,,
2.38,837,622,,
2.4,835,626,,
2.42,834,629,,
2.44,832,633,,
2.46,829,640,,
2.48,827,643,,
2.5,823,646,Wall_974_589,
2.52,817,648,Wall_914_683,
2.54,812,650,,
2.56,806,652,,
2.58,798,658,,
2.6,791,660,,
2.62,786,662,,
2.64,781,664,,
2.66,776,666,,
2.68,766,671,,
2.7,759,673,,
2.72,753,675,,
2.74,747,677,,
2.76,741,679,,
2.78,730,684,,
2.8,723,686,,
2.82,717,688,,
2.84,711,690,,
2.86,705,692,,
2.88,699,695,,
2.9,688,700,,
2.92,680,702,,
2.94,674,704,,
2.96,668,706,,
2.98,662,708,,
3,651,714,,
3.02,643,716,,
3.04,638,719,,
