sep=,
Time,x-Position,y-Position,Collision,Checkpoint
0,511,-32,,
0.02,511,-32,,
0.04,511,-32,,
0.06,511,-32,,
0.08,511,-32,,
0.09999999,511,-32,,
0.12,511,-32,,
0.14,511,-32,,
0.16,511,-32,,
0.18,511,-32,,
0.2,511,-32,,
0.22,511,-32,,
0.24,511,-32,,
0.26,511,-30,,
0.28,511,-30,,
0.3,510,-30,,
0.32,510,-29,,
0.34,510,-29,,
0.36,510,-27,,
0.38,510,-27,,
0.4,509,-26,,
0.42,509,-26,,
0.44,509,-25,,
0.46,508,-24,,
0.48,508,-23,,
0.5,508,-22,,
0.52,508,-21,,
0.54,507,-20,,
0.56,507,-19,,
0.58,507,-18,,
0.6,506,-17,,
0.62,506,-16,,
0.64,506,-15,,
0.66,505,-14,,
0.68,505,-12,,
0.7,504,-11,,
0.72,504,-9,,
0.74,504,-8,,
0.76,503,-7,,
0.78,502,-5,,
0.8,502,-3,,
0.82,502,-2,,
0.84,501,-1,,
0.86,501,0,,
0.88,500,2,,
0.9,499,5,,
0.92,499,6,,
0.94,498,8,,
0.96,498,9,,
0.98,497,11,,
1,496,14,,
1.02,496,15,,
1.04,495,17,,
1.06,495,19,,
1.08,494,20,,
1.1,494,22,,
1.12,493,25,,
1.14,492,27,,
1.16,491,29,,
1.18,491,31,,
1.2,490,33,,
1.22,489,36,,
1.24,488,38,,
1.26,488,40,,
1.28,487,42,,
1.3,486,44,,
1.32,485,48,,
1.34,484,51,,
1.36,484,53,,
1.38,483,55,,
1.4,482,57,,
1.42,482,59,,
1.44,480,64,,
1.46,479,66,,
1.48,479,68,,
1.5,478,71,,
1.52,477,73,,
1.54,476,78,,
1.56,475,80,,
1.58,474,83,,
1.6,473,85,,
1.62,472,88,,
1.64,471,93,,
1.66,470,96,,
1.68,469,98,,
1.7,468,101,,
1.72,467,104,,
1.74,466,109,,
1.76,465,112,,
1.78,464,115,,
1.8,463,117,,
1.82,462,120,,
1.84,461,123,,
1.86,459,129,,
1.88,458,132,,
1.9,457,135,,
1.92,456,138,,
1.94,455,141,,
1.96,453,147,,
1.98,452,150,,
2,451,153,,
2.02,450,156,,
2.04,449,159,,
2.06,448,163,,
2.08,446,169,,
2.1,445,173,,
2.12,444,176,,
2.14,443,179,Wall_289_244,
2.16,445,184,,
2.18,446,190,,
2.2,446,194,,
2.22,445,197,,
2.24,444,201,,
2.26,443,204,,
2.28,441,211,,
2.3,439,214,,
2.32,438,218,,
2.34,437,221,,
2.36,436,224,,
2.38,434,228,,
2.4,431,235,,
2.42,427,237,Wall_576_181,
2.44,423,239,Wall_516_275,
2.46,418,241,Wall_516_275,
2.48,413,243,,
2.5,406,248,,
2.52,401,250,,
2.54,396,252,,
2.56,390,254,,
2.58,384,256,,
2.6,373,260,,
2.62,368,262,,
2.64,362,264,,
2.66,356,266,,
2.68,350,269,,
2.7,344,271,,
2.72,333,275,,
2.74,327,277,,
2.76,321,279,,
2.78,315,282,,
2.8,309,284,,
2.82,298,289,,
2.84,291,290,,
2.86,285,293,,
2.88,279,295,,
2.9,273,297,,
2.92,262,302,,
2.94,255,304,,
2.96,249,306,,
2.98,243,309,,
3,237,311,,
3.02,232,314,,
3.04,222,319,,
3.06,217,322,,
3.08,212,324,,
3.1,206,327,,
3.12,201,329,,
3.14,191,335,,
3.16,185,337,,
3.18,179,339,,
3.2,174,342,,
3.22,168,344,,
3.24,162,346,,
3.26,151,351,,
3.28,145,354,,
3.3,139,356,,
3.32,133,358,,
3.34,127,360,,
3.36,116,365,,
3.38,110,367,,
3.4,103,369,,
3.42,97,371,,
3.44,91,373,,
3.46,79,378,,
3.48,73,380,,
3.5,66,382,,
3.52,60,384,,
3.54,54,386,,
3.56,41,390,,
3.58,35,392,,
3.6,28,394,,
3.62,22,395,,
3.64,15,397,,
3.66,8,399,,
3.68,-4,403,,
3.7,-11,404,,
3.72,-18,406,,
3.74,-24,408,,
3.76,-31,409,,
3.78,-44,413,,
3.8,-50,414,,
3.82,-57,416,,
3.84,-64,417,,
3.86,-71,419,,
3.88,-84,422,,
3.9,-90,423,,
3.92,-97,424,,
3.94,-104,426,,
3.96,-111,427,,
3.98,-117,428,,
4,-130,431,,
4.02,-137,432,,
4.04,-144,433,,
4.06,-151,435,,
4.08,-157,436,,
4.1,-170,438,,
4.12,-177,439,,
4.14,-183,440,,
4.16,-190,441,,
4.18,-197,442,,
4.2,-209,444,,
4.22,-216,445,,
4.24,-222,446,,
4.26,-229,447,,
4.28,-236,447,,
4.3,-242,448,,
4.32,-254,450,,
4.34,-261,451,,
4.36,-267,451,,
4.38,-273,452,,
4.4,-280,453,,
4.42,-292,454,,
4.44,-298,455,,
4.46,-304,455,,
4.48,-310,456,,
4.5,-316,456,,
4.52,-322,457,,
4.54,-334,458,,
4.56,-340,458,,
4.58,-346,459,,
4.6,-352,459,,
4.62,-357,459,,
4.64,-368,460,,
4.66,-374,461,,
4.68,-380,461,,
4.7,-385,461,,
4.72,-389,461,,
4.74,-389,462,,
4.76,-389,462,,
4.78,-389,462,,
4.8,-389,462,,
4.82,-389,462,,
4.84,-389,462,,
4.86,-389,463,,
4.88,-389,463,,
4.9,-389,463,,
4.92,-389,463,,
4.94,-389,463,,
4.96,-389,463,,
4.98,-389,463,,
5,-389,463,,
5.02,-389,463,,
5.04,-389,463,,
5.06,-389,463,,
5.08,-389,462,,
5.1,-389,462,,
5.12,-389,462,,
5.14,-389,462,,
5.16,-389,461,,
5.18,-389,461,,
5.2,-389,461,,
5.22,-389,460,,
5.24,-389,460,,
5.26,-389,459,,
5.28,-389,459,,
5.3,-389,459,,
5.32,-389,458,,
5.34,-389,458,,
5.36,-389,457,,
5.38,-389,456,,
5.4,-389,456,,
5.42,-389,455,,
5.44,-389,454,,
5.46,-389,454,,
5.48,-389,453,,
5.5,-389,452,,
5.52,-389,452,,
5.54,-389,451,,
5.56,-389,450,,
5.58,-389,449,,
5.6,-389,448,,
5.62,-389,447,,
5.64,-389,446,,
5.66,-389,446,,
5.68,-389,445,,
5.7,-389,443,,
5.72,-389,442,,
5.74,-389,441,,
5.76,-389,440,,
5.78,-389,439,,
5.8,-389,438,,
5.82,-389,437,,
5.84,-389,436,,
5.86,-389,435,,
5.88,-389,434,,
5.9,-389,432,,
5.92,-389,431,,
5.94,-389,430,,
5.96,-389,428,,
5.98,-389,427,,
6,-389,426,,
6.02,-389,424,,
6.04,-389,423,,
6.06,-389,422,,
6.08,-389,420,,
6.1,-389,419,,
6.12,-389,418,,
6.14,-389,415,,
6.16,-389,414,,
6.18,-389,413,,
6.2,-389,411,,
6.22,-389,410,,
6.24,-389,408,,
6.26,-389,406,,
6.28,-389,405,,
6.3,-389,404,,
6.32,-389,402,,
6.34,-389,401,,
6.36,-389,398,,
6.38,-389,397,,
6.4,-389,395,,
6.42,-389,394,,
6.44,-389,392,,
6.46,-388,390,,
6.48,-388,388,,
6.5,-387,387,,
6.52,-387,385,,
6.54,-386,384,,
6.56,-385,381,,
6.58,-384,380,,
6.6,-383,379,,
6.62,-383,377,,
6.64,-381,377,Wall_-233_360,
6.66,-380,376,,
6.68,-377,375,,
6.7,-374,376,,
6.72,-371,376,,
6.74,-369,376,,
6.76,-367,377,,
6.78,-362,376,,
6.8,-359,376,,
6.82,-357,377,,
6.84,-354,377,,
6.86,-351,377,,
6.88,-346,376,,
6.9,-343,377,,
6.92,-340,377,,
6.94,-337,377,,
6.96,-335,377,,
6.98,-332,377,,
7,-326,376,,
7.02,-323,377,,
7.04,-320,377,,
7.06,-317,377,,
7.08,-314,377,,
7.1,-307,376,,
7.12,-304,377,,
7.14,-301,377,,
7.16,-298,377,,
7.18,-294,377,,
7.2,-287,376,,
7.22,-283,377,,
7.24,-280,377,,
7.26,-276,377,,
7.28,-272,377,,
7.3,-268,377,,
7.32,-260,376,,
7.34,-256,376,,
7.36,-252,377,,
7.38,-248,377,,
7.4,-244,377,,
7.42,-235,375,,
7.44,-231,375,,
7.46,-226,375,,
7.48,-221,374,,
7.5,-217,373,,
7.52,-207,371,,
7.54,-203,371,,
7.56,-198,370,,
7.58,-194,369,,
7.6,-190,368,,
7.62,-185,367,,
7.64,-176,365,,
7.66,-172,364,,
7.68,-168,363,,
7.7,-164,362,,
7.72,-160,361,,
7.74,-152,358,,
7.76,-148,357,,
7.78,-144,356,,
7.8,-140,355,,
7.82,-137,354,,
7.84,-129,351,,
7.86,-126,350,,
7.88,-122,349,,
7.9,-119,348,,
7.92,-116,347,,
7.94,-113,346,,
7.96,-106,343,,
7.98,-103,342,,
8,-100,340,,
8.02,-97,339,,
8.04,-94,338,,
8.059999,-89,335,,
8.08,-86,334,,
8.099999,-84,333,,
8.12,-81,331,,
8.139999,-79,330,,
8.16,-74,327,,
8.179999,-72,326,,
8.2,-70,325,,
8.22,-68,323,,
8.24,-66,322,,
8.26,-64,321,,
8.28,-60,318,,
8.3,-58,317,,
8.32,-56,316,,
8.34,-55,314,,
8.36,-53,313,Wall_16_275,
8.38,-50,311,,
8.4,-47,312,,
8.42,-44,312,,
8.44,-41,311,,
8.46,-39,311,,
8.48,-37,310,,
