sep=,
Time,x-Position,y-Position,Collision,Checkpoint
0,911,368,,
0.02,911,368,,
0.04,911,368,,
0.06,911,368,,
0.08,911,368,,
0.09999999,911,368,,
0.12,911,368,,
0.14,911,368,,
0.16,911,368,,
0.18,911,368,,
0.2,911,368,,
0.22,911,368,,
0.24,911,368,,
0.26,911,368,,
0.28,911,368,,
0.3,911,368,,
0.32,911,368,,
0.34,911,368,,
0.36,911,370,,
0.38,911,370,,
0.4,910,371,,
0.42,910,371,,
0.44,910,372,,
0.46,909,374,,
0.48,909,374,,
0.5,909,375,,
0.52,909,376,,
0.54,908,377,,
0.56,908,378,,
0.58,908,379,,
0.6,907,380,,
0.62,907,381,,
0.64,907,382,,
0.66,906,384,,
0.68,906,385,,
0.7,905,386,,
0.72,905,387,,
0.74,904,390,,
0.76,904,391,,
0.78,903,392,,
0.8,903,393,,
0.82,903,394,,
0.84,902,397,,
0.86,901,398,,
0.88,901,400,,
0.9,901,401,,
0.92,900,402,,
0.94,899,405,,
0.96,899,407,,
0.98,898,408,,
1,898,410,,
1.02,897,411,,
1.04,896,415,,
1.06,896,416,,
1.08,895,418,,
1.1,895,420,,
1.12,894,421,,
1.14,893,425,,
1.16,892,426,,
1.18,891,429,,
1.2,891,429,,
1.22,891,429,,
1.24,889,436,,
1.26,889,438,,
1.28,888,440,,
1.3,887,442,,
1.32,886,446,,
1.34,885,448,,
1.36,885,450,,
1.38,884,452,,
1.4,883,454,,
1.42,882,458,,
1.44,881,461,,
1.46,880,463,,
1.48,880,465,,
1.5,879,467,,
1.52,877,472,,
1.54,877,474,,
1.56,876,477,,
1.58,875,479,,
1.6,874,482,,
1.62,873,487,,
1.64,872,489,,
1.66,871,492,,
1.68,870,494,,
1.7,869,500,,
1.72,868,502,,
1.74,867,505,,
1.76,866,508,,
1.78,865,510,,
1.8,863,516,,
1.82,862,519,,
1.84,861,521,,
1.86,861,524,,
1.88,860,527,,
1.9,859,530,,
1.92,857,535,,
1.94,857,535,,
1.96,857,535,,
1.98,853,546,,
2,852,550,,
2.02,851,553,,
2.04,849,559,,
2.06,848,562,,
2.08,847,565,,
2.1,846,568,,
2.12,845,572,,
2.14,843,578,,
2.16,843,580,Wall_689_644,
2.18,846,584,,
2.2,847,588,,
2.22,847,592,,
2.24,846,595,,
2.26,846,595,,
2.28,846,595,,
2.3,847,596,,
2.32,840,615,,
2.34,838,618,,
2.36,837,622,,
2.38,836,625,,
2.4,832,632,,
2.42,830,635,Wall_976_581,
2.44,826,637,,
2.46,821,639,Wall_916_675,
2.48,817,642,,
2.5,810,647,,
2.52,804,648,,
2.54,800,650,,
2.56,795,652,,
2.58,790,654,,
2.6,779,658,,
2.62,773,660,,
2.64,768,662,,
2.66,762,664,,
2.68,756,666,,
2.7,745,671,,
2.72,739,673,,
2.74,733,675,,
2.76,727,677,,
2.78,717,682,,
2.8,710,683,,
2.82,704,686,,
2.84,698,688,,
2.86,692,690,,
2.88,681,695,,
2.9,675,697,,
2.92,668,699,,
2.94,662,701,,
2.96,656,703,,
2.98,646,708,,
3,641,711,,
3.02,636,714,,
3.04,631,716,,
3.06,626,719,,
