sep=,
Time,x-Position,y-Position,Collision,Checkpoint
0,521,-49,,
0.02,521,-49,,
0.04,521,-49,,
0.06,521,-49,,
0.08,521,-49,,
0.09999999,521,-49,,
0.12,521,-49,,
0.14,521,-49,,
0.16,521,-49,,
0.18,521,-48,,
0.2,521,-48,,
0.22,521,-48,,
0.24,521,-47,,
0.26,520,-47,,
0.28,520,-46,,
0.3,520,-46,,
0.32,520,-45,,
0.34,520,-45,,
0.36,519,-44,,
0.38,519,-43,,
0.4,519,-42,,
0.42,519,-42,,
0.44,518,-41,,
0.46,518,-40,,
0.48,518,-39,,
0.5,517,-38,,
0.52,517,-37,,
0.54,517,-36,,
0.56,516,-36,,
0.58,516,-34,,
0.6,516,-33,,
0.62,515,-32,,
0.64,515,-31,,
0.66,515,-30,,
0.68,514,-28,,
0.7,513,-27,,
0.72,513,-26,,
0.74,513,-24,,
0.76,512,-23,,
0.78,512,-22,,
0.8,511,-20,,
0.82,511,-18,,
0.84,510,-17,,
0.86,510,-16,,
0.88,509,-14,,
0.9,508,-12,,
0.92,508,-10,,
0.94,507,-9,,
0.96,507,-7,,
0.98,506,-6,,
1,505,-2,,
1.02,505,-1,,
1.04,504,1,,
1.06,503,2,,
1.08,503,4,,
1.1,502,6,,
1.12,501,9,,
1.14,500,11,,
1.16,500,13,,
1.18,499,15,,
1.2,499,17,,
1.22,497,20,,
1.24,497,22,,
1.26,496,24,,
1.28,495,26,,
1.3,495,28,,
1.32,493,32,,
1.34,492,34,,
1.36,492,37,,
1.38,491,39,,
1.4,490,41,,
1.42,489,43,,
1.44,488,48,,
1.46,487,50,,
1.48,486,52,,
1.5,486,55,,
1.52,485,57,,
1.54,483,62,,
1.56,482,64,,
1.58,481,67,,
1.6,481,69,,
1.62,480,72,,
1.64,478,77,,
1.66,477,79,,
1.68,476,82,,
1.7,475,85,,
1.72,474,87,,
1.74,473,90,,
1.76,471,96,,
1.78,471,98,,
1.8,470,101,,
1.82,469,104,,
1.84,468,107,,
1.86,466,113,,
1.88,465,116,,
1.9,464,119,,
1.92,463,122,,
1.94,461,125,,
1.96,460,128,,
1.98,458,134,,
2,457,137,,
2.02,456,140,,
2.04,455,143,,
2.06,454,146,,
2.08,452,153,,
2.1,451,156,,
2.12,450,160,,
2.14,448,163,,
2.16,447,166,,
2.18,445,173,,
2.2,444,177,,
2.22,443,180,Wall_289_244,
2.24,447,183,,
2.26,447,186,,
2.28,447,190,,
2.3,445,197,,
2.32,445,200,,
2.34,444,204,,
2.36,444,207,,
2.38,443,210,,
2.4,440,217,,
2.42,439,221,,
2.44,438,224,,
2.46,437,227,,
2.48,436,230,,
2.5,432,237,Wall_576_181,
2.52,426,238,Wall_516_275,
2.54,424,240,Wall_516_275,
2.56,419,241,,
2.58,417,243,,
2.6,413,245,,
2.62,401,250,,
2.64,395,252,,
2.66,389,254,,
2.68,383,256,,
2.7,378,259,,
2.72,366,263,,
2.74,360,265,,
2.76,354,267,,
2.78,349,269,,
2.8,343,271,,
2.82,332,276,,
2.84,326,278,,
2.86,320,280,,
2.88,315,282,,
2.9,310,284,,
2.92,304,285,,
2.94,294,290,,
2.96,287,292,,
2.98,281,294,,
3,276,296,,
3.02,271,298,,
3.04,260,303,,
3.06,253,304,,
3.08,248,306,,
3.1,243,308,,
3.12,238,310,,
3.14,228,315,,
3.16,223,317,,
3.18,217,319,,
3.2,212,321,,
3.22,207,323,,
3.24,201,325,,
3.26,191,330,,
3.28,185,332,,
3.3,180,334,,
3.32,174,336,,
3.34,168,338,,
3.36,157,342,,
3.38,151,344,,
3.4,145,346,,
3.42,139,348,,
3.44,133,349,,
3.46,122,354,,
3.48,115,355,,
3.5,109,357,,
3.52,103,359,,
3.54,97,360,,
3.56,91,362,,
3.58,79,366,,
3.6,72,367,,
3.62,66,369,,
3.64,59,370,,
3.66,53,372,,
3.68,40,376,,
3.7,34,377,,
3.72,27,378,,
3.74,21,380,,
3.76,14,381,,
3.78,7,382,,
3.8,-6,386,,
3.82,-12,387,,
3.84,-19,388,,
3.86,-26,389,,
3.88,-32,390,,
3.9,-46,393,,
3.92,-53,395,,
3.94,-59,395,,
3.96,-66,396,,
3.98,-73,397,,
4,-86,400,,
4.02,-93,401,,
4.04,-100,402,,
4.06,-107,403,,
4.08,-114,404,,
4.1,-127,406,,
4.12,-134,407,,
4.14,-141,408,,
4.16,-148,408,,
4.18,-155,409,,
4.2,-161,409,,
4.22,-175,412,,
4.24,-182,412,,
4.26,-188,413,,
4.28,-195,413,,
4.3,-202,414,,
4.32,-215,415,,
4.34,-222,416,,
4.36,-229,416,,
4.38,-235,416,,
4.4,-242,417,,
4.42,-248,417,,
4.44,-261,419,,
4.46,-268,419,,
4.48,-274,419,,
4.5,-280,419,,
4.52,-287,419,,
4.54,-299,420,,
4.56,-306,421,,
4.58,-312,421,,
4.6,-318,421,,
4.62,-324,421,,
4.64,-336,422,,
4.66,-342,422,,
4.68,-348,421,,
4.7,-353,421,,
4.72,-359,421,,
4.74,-365,421,,
4.76,-376,422,,
4.78,-382,422,,
4.8,-387,422,,
4.82,-389,421,,
4.84,-389,421,,
4.86,-389,422,,
4.88,-389,421,,
4.9,-389,421,,
4.92,-389,421,,
4.94,-389,421,,
4.96,-389,421,,
4.98,-389,421,,
5,-389,420,,
5.02,-389,420,,
5.04,-389,420,,
5.06,-389,419,,
5.08,-389,419,,
5.1,-389,419,,
5.12,-389,418,,
5.14,-389,418,,
5.16,-389,417,,
5.18,-389,417,,
5.2,-389,417,,
5.22,-389,416,,
5.24,-389,416,,
5.26,-389,415,,
5.28,-389,415,,
5.3,-389,414,,
5.32,-389,414,,
5.34,-389,413,,
5.36,-389,412,,
5.38,-389,412,,
5.4,-389,411,,
5.42,-389,411,,
5.44,-389,410,,
5.46,-389,409,,
5.48,-389,408,,
5.5,-389,408,,
5.52,-389,407,,
5.54,-389,406,,
5.56,-389,405,,
5.58,-389,405,,
5.6,-389,404,,
5.62,-389,403,,
5.64,-389,402,,
5.66,-389,401,,
5.68,-389,400,,
5.7,-389,400,,
5.72,-389,399,,
5.74,-389,398,,
5.76,-389,397,,
5.78,-389,396,,
5.8,-389,395,,
5.82,-389,394,,
5.84,-389,393,,
5.86,-389,392,,
5.88,-389,391,,
5.9,-389,390,,
5.92,-389,389,,
5.94,-389,388,,
5.96,-389,387,,
5.98,-389,386,,
6,-389,385,,
6.02,-389,384,,
6.04,-389,383,,
6.06,-389,381,,
6.08,-389,380,,
6.1,-389,379,,
6.12,-389,378,,
6.14,-389,378,Wall_-233_360,
6.16,-389,378,,
6.18,-389,378,,
6.2,-389,378,,
6.22,-389,378,,
6.24,-389,378,,
6.26,-389,378,,
6.28,-389,378,,
6.3,-389,378,,
