sep=,
Time,x-Position,y-Position,SplitTimes,Collision
26.22,868,-150,,
26.24,867,-150,,
26.26,866,-150,,
26.28,865,-151,,
26.3,864,-151,,
26.32,862,-151,,
26.34,861,-151,,
26.36,860,-151,,
26.38,859,-151,,
26.4,858,-151,,
26.42,856,-151,,
26.44,855,-151,,
26.46,854,-151,,
26.48,853,-150,,
26.5,852,-150,,
26.52,850,-150,,
26.54,849,-149,,
26.56,847,-149,,
26.58,846,-149,,
26.6,845,-149,,
26.62,844,-148,,
26.64,842,-147,,
26.66,841,-147,,
26.68,839,-146,,
26.7,838,-146,,
26.72,837,-146,,
26.74,835,-144,,
26.76,834,-144,,
26.78,832,-143,,
26.8,831,-142,,
26.82,830,-142,,
26.84,828,-140,,
26.86,826,-139,,
26.88,825,-139,,
26.9,824,-138,,
26.92,822,-137,,
26.94,821,-136,,
26.96,819,-134,,
26.98,817,-133,,
27,816,-132,,
27.02,815,-131,,
27.04,813,-130,,
27.06,811,-128,,
27.08,810,-127,,
27.1,808,-126,,
27.12,807,-125,,
27.14,805,-124,,
27.16,803,-121,,
27.18,802,-120,,
27.2,801,-119,,
27.22,799,-117,,
27.24,798,-116,,
27.26,796,-115,,
27.28,794,-112,,
27.3,793,-110,,
27.32,791,-109,,
27.34,790,-107,,
27.36,788,-106,,
27.38,786,-102,,
27.4,785,-101,,
27.42,783,-99,,
27.44,782,-97,,
27.46,780,-96,,
27.48,778,-92,,
27.5,777,-91,,
27.52,775,-89,,
27.54,774,-87,,
27.56,772,-85,,
27.58,771,-83,,
27.6,769,-79,,
27.62,767,-77,,
27.64,767,-75,Wall_666_-63,
27.66,766,-74,,
27.68,766,-71,,
27.7,765,-67,,
27.72,766,-65,,
27.74,766,-63,,
27.76,766,-61,,
27.78,766,-59,,
27.8,766,-56,,
27.82,765,-51,,
27.84,766,-49,,
27.86,766,-47,,
27.88,766,-44,,
27.9,766,-42,,
27.92,765,-37,,
27.94,766,-35,Wall_666_00,
27.96,766,-32,,
27.98,766,-29,,
28,766,-27,,
28.02,765,-21,,Cube (1)
28.04,766,-19,,Cube (1)
28.06,766,-16,,Cube (1)
28.08,766,-13,,
28.1,766,-11,,
28.12,766,-8,,
28.14,765,-2,,
28.16,766,1,,
28.18,766,4,,
28.2,766,7,,
28.22,766,10,,
28.24,765,16,,
28.26,766,19,,
28.28,766,22,,
28.3,766,25,,
28.32,766,28,Wall_666_62,
28.34,765,34,,
28.36,766,38,,
28.38,766,41,,
28.4,766,44,,
28.42,766,47,,
28.44,766,51,,
28.46,765,57,,
28.48,766,61,,
28.5,766,64,,
28.52,766,68,,
28.54,766,71,,
28.56,765,78,,
28.58,766,82,,
28.6,766,85,,
28.62,766,89,,
28.64,766,93,Wall_606_156,
28.66,765,100,,
28.68,764,104,,
28.7,764,108,,
28.72,763,111,,
28.74,762,115,,
28.76,761,119,,
28.78,759,126,,
28.8,758,130,,
28.82,757,133,,
28.84,756,137,,
28.86,754,141,,
28.88,752,148,,
28.9,745,149,Wall_893_93,
28.92,740,151,Wall_726_155,
28.94,735,153,Wall_726_155,
28.96,730,155,,
28.98,723,160,,
29,717,161,,
29.02,713,163,,
29.04,708,165,,
29.06,703,168,,
29.08,697,170,,
29.1,687,174,,
29.12,680,176,,
29.14,675,178,,
29.16,669,180,,
29.18,663,182,,
29.2,653,187,,
29.22,646,189,,
29.24,641,191,,
29.26,635,193,,
29.28,629,195,,
29.3,621,200,,
29.32,613,201,,
29.34,607,203,,
29.36,602,205,,
29.38,596,207,,
29.4,591,209,,
29.42,582,213,,
29.44,579,213,Wall_584_209,
29.46,579,213,,
29.48,579,212,,
29.5,579,213,,
29.52,580,213,,
29.54,579,213,,
29.56,579,213,,
29.58,579,213,,
29.6,579,213,,
29.62,579,212,,
29.64,580,213,,
29.66,579,213,,
29.68,579,213,,
29.7,579,212,,
29.72,579,212,,
29.74,580,213,,
29.76,579,213,,
29.78,579,212,,
29.8,579,213,,
29.82,578,212,,
29.84,579,213,,
29.86,579,212,,
29.88,579,213,,
29.9,578,212,,
29.92,578,212,,
29.94,579,213,,
29.96,578,212,,
29.98,578,212,,
30,577,212,,
30.02,578,212,,
30.04,578,212,,
30.06,579,213,,
30.08,578,212,,
30.1,578,212,,
30.12,577,212,,
30.14,577,212,,
30.16,578,212,,
30.18,577,212,,
30.2,577,212,,
30.22,577,212,,
30.24,577,212,,
30.26,577,212,,
30.28,577,212,,
30.3,577,212,,
30.32,577,212,,
30.34,577,211,,
30.36,577,211,,
30.38,576,212,,
30.4,577,211,,
30.42,577,211,,
30.44,577,211,,
30.46,576,211,,
30.48,576,211,,
30.5,574,211,,
30.52,574,210,,
30.54,574,210,,
30.56,573,210,,
30.58,572,209,,
30.6,570,209,,
30.62,570,208,,
30.64,569,208,,
30.66,568,208,,
30.68,567,207,,
30.7,564,207,,
30.72,564,206,,
30.74,562,205,,
30.76,561,205,,
30.78,560,204,,
30.8,556,204,,
30.82,556,203,,
30.84,554,202,,
30.86,553,202,,
30.88,551,201,,
30.9,549,200,,
30.92,545,199,,
30.94,544,198,,
30.96,542,198,,
30.98,540,197,,
31,539,196,,
31.02,534,195,,
31.04,533,194,,
31.06,530,193,,
31.08,528,192,,
31.1,526,191,,
31.12,521,190,,
31.14,519,189,,
31.16,517,188,,
31.18,515,187,,
31.2,512,186,,
31.22,510,185,,
31.24,504,183,,
31.26,502,182,,
31.28,499,181,,
31.3,496,180,,
31.32,493,179,,
31.34,487,177,,
31.36,485,176,,
31.38,482,174,,
31.4,479,173,,
31.42,476,172,,
31.44,469,170,,
31.46,466,169,,
31.48,463,167,,
31.5,460,166,,
31.52,456,165,,
31.54,453,163,,
31.56,445,161,,
31.58,442,160,,
31.6,439,158,,
31.62,435,157,,
31.64,432,156,Wall_417_147,
31.66,423,153,,
31.68,420,151,,
31.7,417,150,,
31.72,409,148,,
31.74,405,145,,
31.76,395,143,,
31.78,392,141,,
31.8,388,139,,
31.82,384,137,,
31.84,380,136,,
31.86,376,134,,
31.88,365,132,,
31.9,362,129,,
31.92,358,127,,
31.94,353,126,,
31.96,349,124,,
31.98,338,121,,
32,334,119,,
32.02,330,117,,
32.04,325,115,,
32.06,320,113,,
32.08,309,110,,
32.1,305,108,,
32.12,300,106,,
32.14,295,104,,
32.16,290,102,,
32.18,285,100,,
32.2,272,97,,
32.22,269,94,,
32.24,263,92,,
32.26,258,90,,
32.28,252,88,,
32.3,238,84,,
32.32,231,83,,
32.34,224,82,,
32.36,217,80,,
32.38,210,79,,
32.4,195,77,,
32.42,188,76,,
32.44,181,75,,
32.46,174,73,,
32.48,167,72,,
32.5,160,71,,
32.52,146,69,,
32.54,139,68,,
32.56,132,67,,
32.58,126,66,,
32.6,119,65,,
32.62,105,64,,
32.64,99,63,,
32.66,92,62,,
32.68,86,61,,
32.7,86,60,,
32.72,86,59,,
32.74,86,58,,
32.76,86,58,,
32.78,86,57,,
32.8,86,56,,
32.82,86,55,,
32.84,86,54,,
32.86,86,54,,
32.88,86,53,,
32.9,86,53,,
32.92,86,52,,
32.94,86,51,,
32.96,86,51,,
32.98,86,50,,
33,86,50,,
33.02,86,49,,
33.04,86,49,,
33.06,86,49,,
33.08,86,48,,
33.1,86,48,,
33.12,86,48,,
33.14,86,47,,
33.16,86,47,,
33.18,86,47,,
33.2,86,47,,
33.22,86,47,,
33.24,86,47,,
33.26,86,46,,
33.28,86,46,,
33.3,86,47,,
33.32,86,47,,
33.34,86,46,,
33.36,86,46,,
33.38,86,47,,
33.4,86,47,,
33.42,86,47,,
33.44,86,47,,
33.46,86,47,,
33.48,86,48,,
33.5,86,48,,
33.52,86,48,,
33.54,86,49,,
33.56,86,49,,
33.58,86,49,,
33.6,86,50,,
33.62,86,51,,
33.64,86,51,,
33.66,86,51,,
33.68,86,52,,
33.7,86,52,,
33.72,86,54,,
33.74,86,54,,
33.76,86,55,,
33.78,86,55,,
33.8,86,56,,
33.82,86,56,,
33.84,86,58,,
33.86,86,59,,
33.88,86,59,,
33.9,86,60,,
33.92,86,61,,
33.94,86,63,,
33.96,86,63,,
33.98,86,64,,
34,86,65,,
34.02,86,66,,
34.04,86,68,,
34.06,86,69,,
34.08,86,70,,
34.1,86,71,,
34.12,86,72,,
34.14,86,73,,
34.16,86,75,,
34.18,86,76,,
34.2,86,77,,
34.22,86,79,,
34.24,86,80,,
34.26,86,82,,
34.28,86,84,,
34.3,86,85,,
34.32,86,86,,
34.34,86,87,,
34.36,86,90,,
34.38,86,92,,
34.4,86,93,,
34.42,86,94,,
34.44,86,96,,
34.46,86,97,,
34.48,86,100,,
34.5,86,102,,
34.52,86,103,,
34.54,86,105,,
34.56,86,106,,
34.58,86,110,,
34.6,86,111,,
34.62,86,113,,
34.64,86,115,,
34.66,86,116,,
34.68,86,120,,
34.7,86,122,,
34.72,86,123,,
34.74,86,125,,
34.76,86,127,,
34.78,86,131,,
34.8,86,133,,
34.82,86,134,,
34.84,86,136,,
34.86,86,138,,
34.88,86,140,,
34.9,86,144,,
34.92,86,146,,
34.94,86,148,,
34.96,86,150,,
34.98,86,152,,
35,86,157,,
35.02,86,159,,
35.04,86,161,,
35.06,86,163,,
35.08,86,165,,
35.1,86,167,,
35.12,86,172,,
35.14,86,174,,
35.16,86,176,,
35.18,86,178,,
35.2,86,180,,
35.22,86,185,,
35.24,86,187,,
35.26,87,190,,
35.28,87,192,,
35.3,88,194,,
35.32,89,199,,
35.34,89,201,,
35.36,90,204,,
35.38,91,206,,
35.4,92,209,,
35.42,93,211,,
35.44,94,214,,
35.46,96,219,,
35.48,98,221,,
35.5,99,223,,
35.52,100,226,,
35.54,102,228,,
35.56,103,230,,
35.58,106,235,,
35.6,108,238,,
35.62,110,240,,
35.64,112,242,,
35.66,114,245,,
35.68,118,250,,
35.7,120,252,,
35.72,122,254,,
35.74,125,256,,
35.76,127,259,,
35.78,132,263,,
35.8,134,266,,
35.82,137,268,,
35.84,139,270,,
35.86,142,272,,
35.88,146,276,,
35.9,149,278,,
35.92,151,280,,
35.94,154,282,,
35.96,156,284,,
35.98,159,286,,
36,164,290,,
36.02,166,292,,
36.04,169,294,,
