sep=,
Time,x-Position,y-Position,Collision,Checkpoint
0,1021,451,,
0.02,1021,451,,
0.04,1021,451,,
0.06,1021,451,,
0.08,1021,451,,
0.09999999,1021,451,,
0.12,1021,451,,
0.14,1021,451,,
0.16,1021,451,,
0.18,1021,452,,
0.2,1021,452,,
0.22,1021,452,,
0.24,1020,453,,
0.26,1020,453,,
0.28,1020,454,,
0.3,1020,454,,
0.32,1020,455,,
0.34,1020,455,,
0.36,1019,456,,
0.38,1019,457,,
0.4,1019,458,,
0.42,1019,458,,
0.44,1018,459,,
0.46,1018,460,,
0.48,1018,461,,
0.5,1017,462,,
0.52,1017,463,,
0.54,1017,463,,
0.56,1017,464,,
0.58,1016,466,,
0.6,1016,467,,
0.62,1015,468,,
0.64,1015,469,,
0.66,1015,470,,
0.68,1014,472,,
0.7,1013,473,,
0.72,1013,474,,
0.74,1013,475,,
0.76,1012,477,,
0.78,1011,479,,
0.8,1011,480,,
0.82,1011,482,,
0.84,1010,483,,
0.86,1010,484,,
0.88,1009,487,,
0.9,1008,488,,
0.92,1008,490,,
0.94,1007,491,,
0.96,1007,493,,
0.98,1006,494,,
1,1005,497,,
1.02,1005,499,,
1.04,1004,501,,
1.06,1004,502,,
1.08,1003,504,,
1.1,1002,507,,
1.12,1001,509,,
1.14,1001,511,,
1.16,1000,513,,
1.18,999,514,,
1.2,998,518,,
1.22,997,520,,
1.24,997,522,,
1.26,996,524,,
1.28,995,526,,
1.3,995,528,,
1.32,993,532,,
1.34,993,534,,
1.36,992,536,,
1.38,991,538,,
1.4,990,541,,
1.42,989,545,,
1.44,988,547,,
1.46,987,550,,
1.48,986,552,,
1.5,986,554,,
1.52,985,557,,
1.54,983,561,,
1.56,982,564,,
1.58,982,566,,
1.6,981,569,,
1.62,980,571,,
1.64,978,577,,
1.66,977,579,,
1.68,976,582,,
1.7,975,584,,
1.72,974,587,,
1.74,973,592,,
1.76,972,595,,
1.78,971,598,,
1.8,970,601,,
1.82,969,604,,
1.84,968,606,,
1.86,966,612,,
1.88,965,615,,
1.9,964,618,,
1.92,963,621,,
1.94,962,624,,
1.96,960,630,,
1.98,958,633,,
2,957,637,,
2.02,956,640,,
2.04,955,643,,
2.06,953,649,,
2.08,952,653,,
2.1,951,656,,
2.12,950,659,,
2.14,949,662,,
2.16,946,669,,
2.18,945,673,,
2.2,944,676,,
2.22,943,680,Wall_789_744,
2.24,947,683,,
2.26,947,686,,
2.28,946,693,,
2.3,945,697,,
2.32,945,700,,
2.34,944,703,,
2.36,944,707,,
2.38,941,714,,
2.4,941,717,,
2.42,940,720,,
2.44,939,724,,
2.46,938,727,,
2.48,934,734,,
2.5,930,736,Wall_1076_681,
2.52,926,738,,
2.54,921,740,Wall_1016_775,
2.56,917,742,,
2.58,913,744,,
2.6,904,749,,
2.62,899,751,,
2.64,893,753,,
2.66,888,755,,
2.68,882,757,,
2.7,870,762,,
2.72,864,764,,
2.74,858,766,,
2.76,852,768,,
2.78,846,770,,
2.8,840,772,,
2.82,829,777,,
2.84,822,779,,
2.86,816,781,,
2.88,810,783,,
2.9,804,786,,
2.92,793,791,,
2.94,786,792,,
2.96,780,795,,
2.98,773,797,,
3,767,799,,
3.02,761,801,,
3.04,750,807,,
3.06,742,811,,
3.08,737,814,,
3.1,732,816,,
3.12,727,819,,
3.14,717,825,,
3.16,711,828,,
3.18,706,831,,
3.2,700,834,,
3.22,694,836,,
3.24,684,842,,
3.26,678,844,,
3.28,672,847,,
3.3,666,850,,
3.32,660,852,,
3.34,649,858,,
3.36,643,860,,
3.38,637,863,,
3.4,631,865,,
3.42,625,868,,
3.44,618,870,,
3.46,607,875,,
3.48,601,878,,
3.5,594,880,,
3.52,588,883,,
3.54,582,885,,
3.56,569,890,,
3.58,563,892,,
3.6,557,894,,
3.62,550,896,,
3.64,543,899,,
3.66,531,903,,
3.68,525,905,,
3.7,518,907,,
3.72,511,909,,
3.74,505,911,,
3.76,498,913,,
3.78,485,918,,
3.8,479,919,,
3.82,472,921,,
3.84,465,923,,
3.86,458,925,,
3.88,446,929,,
3.9,439,930,,
3.92,432,932,,
