sep=,
Time,x-Position,y-Position,Collisionx,Collisiony
0,947,387,0,0
0.02,947,387,0,0
0.04,947,387,0,0
0.06,947,387,0,0
0.08,947,387,0,0
0.09999999,947,387,0,0
0.12,947,387,0,0
0.14,947,387,0,0
0.16,947,387,0,0
0.18,947,387,0,0
0.2,947,387,0,0
0.22,946,387,0,0
0.24,946,388,0,0
0.26,946,388,0,0
0.28,946,389,0,0
0.3,946,389,0,0
0.32,946,389,0,0
0.34,946,390,0,0
0.36,946,391,0,0
0.38,945,391,0,0
0.4,945,391,0,0
0.42,945,392,0,0
0.44,945,392,0,0
0.46,945,393,0,0
0.48,944,394,0,0
0.5,944,395,0,0
0.52,944,395,0,0
0.54,944,396,0,0
0.56,944,397,0,0
0.58,943,398,0,0
0.6,943,398,0,0
0.62,943,399,0,0
0.64,943,400,0,0
0.66,942,401,0,0
0.68,942,402,0,0
0.7,942,403,0,0
0.72,942,404,0,0
0.74,941,405,0,0
0.76,941,406,0,0
0.78,940,407,0,0
0.8,940,408,0,0
0.82,940,409,0,0
0.84,939,411,0,0
0.86,939,412,0,0
0.88,939,413,0,0
0.9,938,414,0,0
0.92,938,415,0,0
0.94,937,417,0,0
0.96,937,418,0,0
0.98,937,420,0,0
1,936,421,0,0
1.02,936,422,0,0
1.04,935,424,0,0
1.06,935,426,0,0
1.08,935,427,0,0
1.1,934,428,0,0
1.12,934,429,0,0
1.14,933,432,0,0
1.16,933,433,0,0
1.18,932,435,0,0
1.2,932,436,0,0
1.22,931,437,0,0
1.24,930,440,0,0
1.26,930,442,0,0
1.28,930,443,0,0
1.3,929,445,0,0
1.32,929,446,0,0
1.34,928,449,0,0
1.36,927,451,0,0
1.38,927,452,0,0
1.4,926,454,0,0
1.42,925,457,0,0
1.44,925,459,0,0
1.46,924,461,0,0
1.48,924,462,0,0
1.5,923,464,0,0
1.52,922,468,0,0
1.54,922,469,0,0
1.56,921,471,0,0
1.58,920,473,0,0
1.6,920,475,0,0
1.62,919,479,0,0
1.64,918,481,0,0
1.66,918,482,0,0
1.68,917,484,0,0
1.7,916,486,0,0
1.72,915,490,0,0
1.74,915,492,0,0
1.76,914,494,0,0
1.78,913,496,0,0
1.8,913,499,0,0
1.82,911,503,0,0
1.84,911,505,0,0
1.86,910,507,0,0
1.88,909,509,0,0
1.9,908,514,0,0
1.92,907,516,0,0
1.94,907,518,0,0
1.96,906,520,0,0
1.98,905,523,0,0
2,904,527,0,0
2.02,903,530,0,0
2.04,902,532,0,0
2.06,902,534,0,0
2.08,901,537,0,0
2.1,900,541,0,0
2.12,899,544,0,0
2.14,898,546,0,0
2.16,897,549,0,0
2.18,897,551,0,0
2.2,895,556,0,0
2.22,894,558,0,0
2.24,894,560,0,0
2.26,893,563,0,0
2.28,892,565,0,0
2.3,891,570,0,0
2.32,890,572,0,0
2.34,889,575,0,0
2.36,889,577,0,0
2.38,888,579,0,0
2.4,886,584,0,0
2.42,886,587,0,0
2.44,885,589,0,0
2.46,884,591,0,0
2.48,883,596,0,0
2.5,882,599,0,0
2.52,881,601,0,0
2.54,881,603,0,0
2.56,880,606,0,0
2.58,878,610,0,0
2.6,878,613,0,0
2.62,877,615,0,0
2.64,876,618,0,0
2.66,876,620,0,0
2.68,874,625,0,0
2.7,873,627,0,0
2.72,873,629,0,0
2.74,872,632,0,0
2.76,871,634,0,0
2.78,870,639,0,0
2.8,869,641,0,0
2.82,868,644,0,0
2.84,868,646,0,0
2.86,867,648,0,0
2.88,865,653,0,0
2.9,865,656,0,0
2.92,864,658,0,0
2.94,863,660,0,0
2.96,862,665,0,0
2.98,861,668,0,0
3,860,670,0,0
3.02,860,672,0,0
3.04,859,675,0,0
3.06,857,679,0,0
3.08,857,682,0,0
3.1,856,684,0,0
3.12,855,687,0,0
3.14,854,689,0,0
