sep=,
Time,x-Position,y-Position,Collisionx,Collisiony
0,903,542,0,0
0.02,903,542,0,0
0.04,903,542,0,0
0.06,903,542,0,0
0.08,903,542,0,0
0.09999999,903,542,0,0
0.12,903,542,0,0
0.14,903,542,0,0
0.16,903,542,0,0
0.18,903,542,0,0
0.2,903,542,0,0
0.22,903,542,0,0
0.24,903,542,0,0
0.26,903,542,0,0
0.28,903,542,0,0
0.3,903,542,0,0
0.32,903,542,0,0
0.34,903,542,0,0
0.36,903,543,0,0
0.38,903,543,0,0
0.4,902,544,0,0
0.42,901,545,0,0
0.44,901,546,0,0
0.46,900,547,0,0
0.48,900,548,0,0
0.5,899,548,0,0
0.52,899,549,0,0
0.54,899,550,0,0
0.56,898,551,0,0
0.58,897,552,0,0
0.6,896,554,0,0
0.62,896,555,0,0
0.64,895,556,0,0
0.66,895,557,0,0
0.68,894,558,0,0
0.7,893,559,0,0
0.72,892,561,0,0
0.74,892,563,0,0
0.76,891,564,0,0
0.78,890,566,0,0
0.8,889,568,0,0
0.82,888,569,0,0
0.84,887,570,0,0
0.86,887,572,0,0
0.88,885,574,0,0
0.9,885,575,0,0
0.92,884,577,0,0
0.94,882,580,0,0
0.96,881,581,0,0
0.98,881,583,0,0
1,880,584,0,0
1.02,879,586,0,0
1.04,877,589,0,0
1.06,877,589,0,0
1.08,875,593,0,0
1.1,874,595,0,0
1.12,873,597,0,0
1.14,872,599,0,0
1.16,871,600,0,0
1.18,870,602,0,0
1.2,868,605,0,0
1.22,866,609,0,0
1.24,865,611,0,0
1.26,864,613,0,0
1.28,863,615,0,0
1.3,862,617,0,0
1.32,859,621,0,0
1.34,859,621,0,0
1.36,856,627,0,0
1.38,855,629,0,0
1.4,854,631,0,0
1.42,853,633,0,0
1.44,851,635,0,0
1.46,849,640,0,0
1.48,848,642,0,0
1.5,846,646,0,0
1.52,845,648,0,0
1.54,843,650,0,0
1.56,842,653,0,0
1.58,840,655,0,0
1.6,838,660,0,0
1.62,836,663,0,0
1.64,835,666,0,0
1.66,833,670,0,0
1.68,831,672,0,0
1.7,830,675,0,0
1.72,828,678,0,0
1.74,825,683,0,0
1.76,824,686,0,0
1.78,822,689,0,0
1.8,820,692,0,0
1.82,818,696,0,0
1.84,816,699,0,0
1.86,815,702,0,0
1.88,813,705,0,0
1.9,811,709,0,0
1.92,809,712,0,0
1.94,806,718,0,0
1.96,804,722,0,0
1.98,804,722,0,0
2,799,730,0,0
2.02,797,733,0,0
2.04,796,736,0,0
2.06,794,740,0,0
2.08,792,744,0,0
2.1,790,747,0,0
2.12,786,753,0,0
2.14,786,753,0,0
2.16,783,759,0,0
2.18,780,766,0,0
2.2,778,769,0,0
2.22,776,772,0,0
2.24,774,775,0,0
2.26,772,779,0,0
2.28,769,785,0,0
2.3,769,785,0,0
2.32,765,793,0,0
2.34,763,796,687,770
2.36,763,799,0,0
2.38,763,802,642,870
2.4,761,805,0,0
2.42,758,812,0,0
2.44,757,815,0,0
2.46,754,819,0,0
2.48,753,822,0,0
2.5,751,825,0,0
2.52,750,828,0,0
2.54,746,834,0,0
2.56,744,837,0,0
2.58,742,841,0,0
2.6,740,844,0,0
2.62,736,849,0,0
2.64,734,853,0,0
2.66,732,855,0,0
2.68,730,858,0,0
2.7,728,861,0,0
2.72,726,864,0,0
2.74,720,870,0,0
2.76,721,870,0,0
2.78,717,875,0,0
2.8,712,880,0,0
2.82,710,883,0,0
2.84,707,886,0,0
2.86,705,888,0,0
2.88,703,891,0,0
2.9,697,896,0,0
2.92,698,896,0,0
2.94,693,901,0,0
2.96,690,903,0,0
2.98,685,908,0,0
3,682,911,0,0
3.02,680,913,0,0
3.04,677,916,0,0
3.06,674,918,0,0
3.08,672,920,0,0
3.1,668,924,0,0
3.12,661,928,0,0
3.14,659,931,0,0
3.16,656,933,0,0
3.18,653,935,0,0
3.2,651,937,0,0
3.22,644,942,0,0
3.24,640,944,0,0
3.26,638,946,0,0
3.28,635,948,0,0
3.3,632,950,0,0
3.32,629,952,0,0
3.34,623,956,0,0
3.36,620,958,0,0
3.38,617,960,0,0
3.4,613,963,0,0
3.42,610,964,0,0
3.44,607,966,0,0
3.46,604,968,0,0
3.48,598,971,0,0
3.5,595,973,0,0
3.52,592,975,0,0
3.54,589,976,0,0
3.56,585,978,0,0
3.58,582,980,0,0
3.6,579,982,0,0
3.62,573,984,0,0
3.64,570,986,0,0
3.66,567,987,0,0
3.68,564,989,0,0
3.7,561,990,0,0
3.72,557,992,0,0
3.74,554,993,0,0
3.76,548,995,0,0
3.78,545,995,0,0
3.8,542,995,0,0
3.82,539,995,0,0
3.84,536,995,0,0
3.86,534,995,0,0
3.88,529,995,0,0
3.9,523,995,0,0
3.92,520,995,0,0
3.94,518,995,0,0
3.96,515,995,0,0
3.98,512,995,0,0
4,506,995,0,0
4.02,506,995,0,0
4.04,499,995,0,0
4.06,496,995,0,0
4.08,493,995,0,0
4.1,490,995,0,0
4.12,488,995,0,0
4.14,482,995,0,0
4.16,479,995,0,0
4.18,480,995,0,0
4.2,471,995,0,0
4.22,469,995,0,0
4.24,466,995,0,0
4.26,464,995,0,0
4.28,461,995,0,0
4.3,455,995,0,0
4.32,452,995,0,0
4.34,448,995,0,0
4.36,446,995,0,0
4.38,443,995,0,0
4.4,441,995,0,0
4.42,438,995,0,0
4.44,433,995,0,0
4.46,430,995,0,0
4.48,428,995,0,0
4.5,428,995,0,0
4.52,421,995,0,0
4.54,419,995,0,0
4.56,416,995,0,0
4.58,411,995,0,0
4.6,409,995,0,0
4.62,406,994,0,0
4.64,404,994,0,0
4.66,401,994,0,0
4.68,398,994,0,0
4.7,396,993,0,0
4.72,391,993,0,0
4.74,389,993,0,0
4.76,387,992,0,0
4.78,385,992,0,0
4.8,382,991,0,0
4.82,379,991,0,0
4.84,374,990,0,0
4.86,372,989,0,0
4.88,370,989,0,0
4.9,368,988,0,0
4.92,366,987,0,0
4.94,362,986,0,0
4.96,363,986,0,0
4.98,357,985,0,0
5,355,984,0,0
5.02,353,983,0,0
5.04,352,982,0,0
5.06,350,981,0,0
5.08,346,980,0,0
5.1,344,979,0,0
5.12,345,979,0,0
5.14,339,976,0,0
5.16,338,975,0,0
5.18,336,974,0,0
5.2,335,973,0,0
5.22,331,971,0,0
5.24,329,970,0,0
5.26,328,969,0,0
5.28,328,969,0,0
5.3,324,966,0,0
5.32,322,965,0,0
5.34,321,964,0,0
5.36,319,962,0,0
5.38,318,961,0,0
5.4,315,958,0,0
5.42,314,957,0,0
5.44,314,957,0,0
5.46,310,953,0,0
5.48,309,952,0,0
5.5,308,950,0,0
5.52,307,949,0,0
5.54,306,947,0,0
5.56,303,944,0,0
5.58,302,943,0,0
5.6,300,940,0,0
5.62,299,939,0,0
5.64,298,937,0,0
5.66,297,935,0,0
5.68,297,933,0,0
5.7,294,930,0,0
5.72,294,928,0,0
5.74,293,926,0,0
5.76,292,924,0,0
5.78,291,922,0,0
5.8,290,920,0,0
5.82,290,918,0,0
5.84,288,914,0,0
5.86,287,912,0,0
5.88,287,910,0,0
5.9,286,908,0,0
5.92,285,905,0,0
5.94,285,903,0,0
5.96,285,901,0,0
5.98,283,897,0,0
6,283,895,0,0
6.02,283,892,0,0
6.04,282,890,0,0
6.06,282,888,0,0
6.08,282,885,0,0
6.1,281,880,0,0
6.12,281,878,0,0
6.14,281,876,0,0
6.16,281,873,0,0
6.18,281,871,0,0
6.2,280,866,0,0
6.22,281,866,0,0
6.24,280,862,0,0
6.26,280,857,0,0
6.28,280,854,0,0
6.3,280,852,0,0
6.32,281,849,0,0
6.34,281,846,0,0
6.36,281,841,0,0
6.38,281,841,0,0
6.4,281,834,0,0
6.42,282,832,0,0
6.44,282,829,0,0
6.46,283,826,0,0
6.48,283,823,0,0
6.5,284,817,0,0
6.52,284,815,0,0
6.54,285,815,0,0
6.56,286,807,0,0
6.58,287,804,0,0
6.6,287,801,0,0
6.62,288,798,0,0
6.64,289,795,0,0
6.66,290,789,0,0
6.68,291,786,0,0
6.7,292,781,0,0
6.72,293,778,0,0
6.74,294,775,0,0
6.76,295,772,0,0
6.78,296,769,0,0
6.8,297,762,0,0
6.82,299,759,0,0
6.84,300,756,0,0
6.86,301,751,0,0
6.88,302,747,0,0
6.9,304,744,0,0
6.92,306,737,0,0
6.94,307,734,0,0
6.96,308,730,0,0
6.98,309,727,0,0
7,311,724,0,0
7.02,312,719,0,0
7.04,313,715,0,0
7.06,315,709,0,0
7.08,316,705,0,0
7.1,318,702,0,0
7.12,319,698,0,0
7.14,320,695,0,0
7.16,321,691,0,0
7.18,323,684,0,0
7.2,324,680,0,0
7.22,325,677,0,0
7.24,327,673,0,0
7.26,328,670,0,0
7.28,329,663,0,0
7.3,330,660,0,0
7.32,332,655,0,0
7.34,333,652,0,0
7.36,334,648,0,0
7.38,335,645,0,0
7.4,336,641,0,0
7.42,338,635,0,0
7.44,339,631,0,0
7.46,340,628,0,0
7.48,341,623,0,0
7.5,342,619,0,0
7.52,343,616,0,0
7.54,344,612,0,0
7.56,346,606,0,0
7.58,347,602,0,0
7.6,348,599,0,0
7.62,349,595,0,0
7.64,350,590,0,0
7.66,351,586,0,0
7.68,352,583,0,0
7.7,353,576,0,0
7.72,354,573,0,0
7.74,355,569,0,0
7.76,356,566,0,0
7.78,357,562,0,0
7.8,358,557,0,0
7.82,359,553,0,0
7.84,359,550,0,0
7.86,360,543,0,0
7.88,361,539,0,0
7.9,362,536,0,0
7.92,362,533,437,570
7.94,362,529,0,0
7.96,362,525,0,0
7.98,362,521,0,0
8,362,515,0,0
8.02,362,511,0,0
8.04,362,508,0,0
8.059999,362,505,0,0
8.08,362,501,0,0
