sep=,
Time,x-Position,y-Position,Collision,Checkpoint
0,8754,2976,,
0.02,8754,2976,,
0.04,8754,2976,,
0.06,8754,2976,,
0.08,8754,2976,,
0.09999999,8754,2976,,
0.12,8754,2976,,
0.14,8754,2976,,
0.16,8754,2976,,
0.18,8754,2977,,
0.2,8754,2977,,
0.22,8754,2977,,
0.24,8754,2978,,
0.26,8754,2978,,
0.28,8753,2979,,
0.3,8753,2979,,
0.32,8753,2980,,
0.34,8753,2981,,
0.36,8753,2981,,
0.38,8752,2982,,
0.4,8752,2983,,
0.42,8752,2983,,
0.44,8752,2984,,
0.46,8751,2985,,
0.48,8751,2986,,
0.5,8751,2987,,
0.52,8750,2988,,
0.54,8750,2988,,
0.56,8750,2990,,
0.58,8749,2991,,
0.6,8749,2992,,
0.62,8749,2993,,
0.64,8748,2994,,
0.66,8748,2995,,
0.68,8747,2997,,
0.7,8747,2998,,
0.72,8746,2999,,
0.74,8746,3000,,
0.76,8746,3002,,
0.78,8745,3004,,
0.8,8744,3005,,
0.82,8744,3007,,
0.84,8743,3008,,
0.86,8743,3009,,
0.88,8742,3012,,
0.9,8742,3013,,
0.92,8741,3015,,
0.94,8741,3016,,
0.96,8740,3018,,
0.98,8740,3019,,
1,8739,3022,,
1.02,8738,3024,,
1.04,8737,3026,,
1.06,8737,3027,,
1.08,8736,3029,,
1.1,8735,3032,,
1.12,8734,3034,,
1.14,8734,3036,,
1.16,8733,3038,,
1.18,8733,3039,,
1.2,8731,3043,,
1.22,8731,3045,,
1.24,8730,3047,,
1.26,8729,3049,,
1.28,8729,3051,,
1.3,8728,3053,,
1.32,8727,3057,,
1.34,8726,3059,,
1.36,8725,3061,,
1.38,8724,3063,,
1.4,8724,3066,,
1.42,8722,3070,,
1.44,8721,3072,,
1.46,8721,3075,,
1.48,8720,3077,,
1.5,8719,3079,,
1.52,8717,3084,,
1.54,8717,3086,,
1.56,8716,3089,,
1.58,8715,3091,,
1.6,8714,3094,,
1.62,8713,3096,,
1.64,8711,3101,,
1.66,8710,3104,,
1.68,8710,3107,,
1.7,8709,3109,,
1.72,8708,3112,,
1.74,8706,3117,,
1.76,8705,3120,,
1.78,8704,3123,,
1.8,8703,3126,,
1.82,8702,3129,,
1.84,8700,3134,,
1.86,8699,3137,,
1.88,8698,3140,,
1.9,8697,3143,,
1.92,8696,3146,,
1.94,8695,3149,,
1.96,8693,3155,,
1.98,8692,3158,,
2,8691,3162,,
2.02,8690,3165,,
2.04,8689,3168,,
2.06,8686,3174,,
2.08,8685,3178,,
2.1,8684,3181,,
2.12,8683,3184,,
2.14,8682,3187,,
2.16,8680,3194,,
2.18,8678,3198,,
2.2,8677,3201,,
2.22,8676,3204,Wall_8523_3269,
2.24,8680,3207,,
2.26,8681,3211,,
2.28,8679,3218,,
2.3,8679,3222,,
2.32,8679,3225,,
2.34,8678,3228,,
2.36,8677,3232,,
2.38,8675,3238,,
2.4,8674,3242,,
2.42,8673,3245,,
